"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","",""
"Intro-Comparatv Ethnic Studies","102","001","30","3.638","53.3","30.0","6.7",".","6.7",".",".","3.3",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103","001","18","3.375","50.0",".","16.7","11.1","11.1",".",".","5.6",".",".",".",".",".",".","5.6","."
"The African Storyteller","210","001","48","2.969","20.8","14.6","35.4","16.7","4.2","6.3","2.1",".",".",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","12","3.419","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Anthro Approach to Folklore","344","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Musical Cultures-World","402","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"American Indian Folklore","431","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Foodways","439","001","18","3.667","66.7","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Javanese Performance Repertory","453","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Oral Tradition&Written Word","471","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Material Culture Analysis","512","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","530","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","530","003","7","3.643","71.4","14.3",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in Folklore","","Course Total","9","3.692","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Folklore in a Digital Age","560","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independ Stdy-Folklore Grad","","Course Total","2","***","","","","","","","","","","","","","","","",""
"FOLKLORE
380","","Dept. Total","162","3.418","46.3","18.5","18.5","7.4","4.3","1.9","1.2","1.2",".",".",".",".",".",".","0.6","."
