"","990
097","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","115","",".",".",".",".",".",".",".","97.4","0.9",".",".","1.7",".",".",".","."
"PHYSICS
754","Dept. Total","2851","3.073","25.3","20.4","21.5","13.4","12.5","1.5","0.9","4.2","0.1","0.1",".","0.1",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","216","2.980","22.2","23.6","25.0","12.0","13.0","1.9","2.3",".",".",".",".",".",".",".",".","."
"Sophomore","","648","2.959","21.9","19.3","22.1","17.4","16.5","2.0","0.8",".",".",".",".",".",".",".",".","."
"Junior","","886","3.053","23.7","20.3","25.5","14.2","13.5","1.8","0.8",".",".",".",".",".",".","0.1",".","."
"Senior","","760","3.140","29.2","22.1","19.7","13.8","12.5","1.1","0.9","0.3",".","0.4",".",".",".",".",".","."
"Undergraduates","","2510","3.046","24.8","20.9","22.8","14.7","13.9","1.6","1.0","0.1",".","0.1",".",".",".","0.0",".","."
"Special","","47","3.162","31.9","17.0","12.8","8.5","6.4","2.1","2.1","10.6","2.1",".",".",".",".","6.4",".","."
"Graduate","","295","3.572","29.2","16.6","11.5","2.4","0.7",".",".","38.6","0.3",".",".","0.7",".",".",".","."
"","Dept. Total","2852","3.073","25.4","20.4","21.5","13.4","12.4","1.5","0.9","4.2","0.1","0.1",".","0.1",".","0.1",".","."
