"","991
013","2","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
017","1","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"","991
019","2","***","","","","","","","","","","","",".",".",".",".","",".",".","."
"Indiv Research-Slavic Lit","Course Total","16","",".",".",".",".",".","",".",".","87.5","",".",".",".","12.5","",".",".",".","."
"SLAVIC
888","Dept. Total","293","3.636","62.5","12.3","11.9","2.4","2.4","",".","0.7","5.8","",".",".",".","0.7","",".",".",".","1.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.435","63.0","14.8","14.8",".","3.7","",".","3.7",".","",".",".",".",".","",".",".",".","."
"Sophomore","","60","3.613","61.7","15.0","8.3","3.3","5.0","",".",".",".","",".",".",".",".","",".",".",".","6.7"
"Junior","","52","3.437","48.1","17.3","25.0","5.8","1.9","",".","1.9",".","",".",".",".",".","",".",".",".","."
"Senior","","84","3.683","65.5","15.5","14.3","1.2","2.4","",".",".","1.2","",".",".",".",".","",".",".",".","."
"Undergraduates","","223","3.576","60.1","15.7","15.2","2.7","3.1","",".","0.9","0.4","",".",".",".",".","",".",".",".","1.8"
"Special","","10","3.688","70.0",".","10.0","10.0",".","",".",".","10.0","",".",".",".",".","",".",".",".","."
"Graduate","","60","3.988","70.0","1.7",".",".",".","",".",".","25.0","",".",".",".","3.3","",".",".",".","."
"","Dept. Total","293","3.636","62.5","12.3","11.9","2.4","2.4","",".","0.7","5.8","",".",".",".","0.7","",".",".",".","1.4"
