"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","3127","3.545","54.1","19.9","13.9","5.4","3.2","0.8","0.4","1.8","0.1","0.1",".","0.0","0.2","0.1",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.165","39.0","20.0","22.0","6.0","6.0","5.0","2.0",".",".",".",".",".",".",".",".","."
"Sophomore","","475","3.459","51.8","20.0","13.7","7.2","5.1","1.5","0.4",".",".",".",".",".",".","0.2",".","0.2"
"Junior","","760","3.529","54.1","19.7","15.4","7.1","2.5","0.7","0.5",".",".",".",".",".",".",".",".","."
"Senior","","1609","3.578","55.3","20.8","13.9","4.7","3.1","0.4","0.2","0.9","0.1","0.2",".",".","0.2","0.1",".","0.1"
"Undergraduates","","2944","3.532","53.9","20.4","14.5","5.8","3.4","0.8","0.4","0.5","0.0","0.1",".",".","0.1","0.1",".","0.1"
"Special","","23","3.771","65.2","13.0","13.0",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"Graduate","","156","3.852","56.4","11.5","1.9",".",".",".","0.6","25.0","1.3",".",".","0.6","1.9","0.6",".","."
"Prof Yr 4","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","3127","3.545","54.1","19.9","13.9","5.4","3.2","0.8","0.4","1.8","0.1","0.1",".","0.0","0.2","0.1",".","0.1"
