"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","193","3.637","53.9","25.4","6.7","3.1","1.6","",".","1.0","8.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.510","42.9","42.9",".","7.1","7.1","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","46","3.552","50.0","30.4","10.9","4.3","2.2","",".","2.2",".","",".",".","",".","",".","",".",".",".","."
"Junior","","34","3.805","73.5","17.6","8.8",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","58","3.554","51.7","31.0","8.6","5.2","1.7","",".","1.7",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","152","3.603","55.3","28.9","8.6","3.9","2.0","",".","1.3",".","",".",".","",".","",".","",".",".",".","."
"Special","","12","3.615","25.0","25.0",".",".",".","",".",".","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","29","3.948","58.6","6.9",".",".",".","",".",".","34.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","193","3.637","53.9","25.4","6.7","3.1","1.6","",".","1.0","8.3","",".",".","",".","",".","",".",".",".","."
