"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","999
097","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"COMP SCI
266","Dept. Total","2009","3.156","28.7","15.0","21.1","8.9","7.9","2.2","2.1","9.1","0.0","4.2","0.3","0.1","0.1",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","2.709","25.7","11.9","13.9","12.9","11.9","5.9","5.0",".",".","10.9","2.0",".",".",".",".","."
"Sophomore","","363","2.995","32.0","9.6","23.4","10.5","9.6","3.6","1.9",".",".","9.4",".",".",".",".",".","."
"Junior","","470","2.973","20.2","16.2","30.0","13.2","9.1","2.8","2.8",".","0.2","5.1","0.2",".",".",".",".","0.2"
"Senior","","561","3.092","29.1","15.2","25.7","11.4","10.9","2.1","2.5","0.2",".","2.1","0.4",".","0.2",".",".","0.4"
"Undergraduates","","1495","3.012","26.8","13.9","25.7","11.8","10.1","2.9","2.6","0.1","0.1","5.4","0.3",".","0.1",".",".","0.2"
"Special","","50","3.285","42.0","16.0","20.0",".","8.0",".","4.0",".",".","4.0","2.0",".",".",".","4.0","."
"Graduate","","517","3.728","40.2","16.4","5.8","0.4","1.0",".","0.2","35.2",".","0.2",".","0.4","0.2",".",".","."
"","Dept. Total","2062","3.156","30.5","14.6","20.6","8.7","7.8","2.1","2.0","8.9","0.0","4.1","0.3","0.1","0.1",".","0.1","0.1"
