"","699
014","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"Graduate Survey","801
001","6","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Individual Research Thesis","890
004","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"LATIN
524","Dept. Total","136","3.408","48.5","20.6","15.4","5.1","5.1","1.5","1.5","1.5","",".",".","",".","",".","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.357","14.3","42.9","42.9",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","27","3.327","25.9","33.3","25.9","11.1","3.7",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","28","3.193","46.4","14.3","17.9","3.6","10.7","3.6","3.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","38","3.265","42.1","18.4","15.8","5.3","7.9","2.6","2.6","2.6","",".",".","",".","",".","2.6",".",".","."
"Undergraduates","","100","3.269","37.0","23.0","21.0","6.0","7.0","2.0","2.0","1.0","",".",".","",".","",".","1.0",".",".","."
"Special","","3","3.500","66.7",".",".","33.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","32","3.933","84.4","12.5",".",".",".",".",".","3.1","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","136","3.408","48.5","20.6","15.4","5.1","5.1","1.5","1.5","1.5","",".",".","",".","",".","0.7",".",".","."
