"","990
068","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
071","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","51","",".",".",".",".",".",".",".","94.1","2.0",".",".","3.9",".",".",".","."
"ZOOLOGY
970","Dept. Total","2915","3.066","32.6","14.9","25.7","6.6","11.9","3.6","2.2","1.9","0.0","0.1",".","0.1","0.0","0.1","0.0","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","307","2.693","16.0","18.9","28.7","11.1","13.7","6.2","5.5",".",".",".",".",".",".",".",".","."
"Sophomore","","686","2.968","26.8","18.1","29.9","6.9","11.2","4.1","3.1",".",".",".",".",".",".",".",".","."
"Junior","","687","3.076","32.8","15.3","25.2","7.3","13.4","3.6","2.2",".",".","0.1",".",".",".",".",".","0.1"
"Senior","","1091","3.183","39.0","13.0","25.2","5.6","12.3","3.0","1.0","0.4",".","0.1",".",".","0.1",".",".","0.3"
"Undergraduates","","2771","3.051","31.9","15.5","26.7","6.9","12.5","3.8","2.3","0.1",".","0.1",".",".","0.0",".",".","0.1"
"Special","","25","3.453","36.0","12.0","16.0","4.0","8.0",".",".","8.0",".",".",".",".",".","12.0","4.0","."
"Graduate","","118","3.821","47.5","1.7","4.2",".","0.8",".",".","42.4","0.8","0.8",".","1.7",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2915","3.066","32.6","14.9","25.7","6.6","11.9","3.6","2.2","1.9","0.0","0.1",".","0.1","0.0","0.1","0.0","0.1"
