"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3367","3.489","37.9","11.9","12.1","1.8","2.0","0.2","",".","33.8","",".",".",".","0.1","0.1",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","",".",".",".",".",".",".","",".","100.0","",".",".",".",".",".",".",".","."
"Sophomore","","11","4.000","72.7",".",".",".",".",".","",".","27.3","",".",".",".",".",".",".",".","."
"Junior","","23","3.614","56.5",".","13.0",".","4.3",".","",".","26.1","",".",".",".",".",".",".",".","."
"Senior","","43","3.374","55.8","4.7","11.6","14.0","7.0","2.3","",".","4.7","",".",".",".",".",".",".",".","."
"Undergraduates","","78","3.497","57.7","2.6","10.3","7.7","5.1","1.3","",".","15.4","",".",".",".",".",".",".",".","."
"Special","","12","4.000","8.3",".",".",".",".",".","",".","91.7","",".",".",".",".",".",".",".","."
"Graduate","","62","3.800","21.0","6.5",".",".",".",".","",".","67.7","",".",".",".","3.2",".",".","1.6","."
"Prof Yr 1","","699","3.473","27.0","20.6","20.2","1.9","1.3",".","",".","28.3","",".",".",".",".","0.7",".",".","."
"Prof Yr 2","","760","3.522","46.4","18.9","18.4","2.5","2.4","0.1","",".","11.2","",".",".",".",".",".",".",".","."
"Prof Yr 3","","956","3.242","32.8","10.7","12.1","2.3","3.9","0.5","",".","37.7","",".",".",".",".",".",".",".","."
"Prof Yr 4","","800","3.956","45.1","0.4","0.5",".","0.1",".","",".","53.9","",".",".",".",".",".",".",".","."
"Professionals","","3215","3.487","37.9","12.2","12.5","1.7","2.0","0.2","",".","33.4","",".",".",".",".","0.2",".",".","."
"","College Total","3367","3.489","37.9","11.9","12.1","1.8","2.0","0.2","",".","33.8","",".",".",".","0.1","0.1",".","0.0","."
