"","677
006","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","677
007","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independnt Research for Majors","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
004","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"JEWISH
510","Dept. Total","247","3.613","51.0","23.9","10.5","2.4","1.2","0.4","1.2","4.9","",".","4.0","",".","",".","",".",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.031","20.0","20.0","20.0","20.0","20.0",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","32","3.632","56.3","21.9","18.8","3.1",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","42","3.471","47.6","26.2","16.7",".","2.4",".","4.8","2.4","",".",".","",".","",".","",".",".",".","."
"Senior","","153","3.667","52.9","24.8","7.2","2.6","0.7","0.7","0.7","3.9","",".","6.5","",".","",".","",".",".",".","."
"Undergraduates","","232","3.608","51.7","24.6","10.8","2.6","1.3","0.4","1.3","3.0","",".","4.3","",".","",".","",".",".",".","."
"Special","","11","3.654","27.3","9.1","9.1",".",".",".",".","45.5","",".",".","",".","",".","",".",".","9.1","."
"Graduate","","4","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","247","3.613","51.0","23.9","10.5","2.4","1.2","0.4","1.2","4.9","",".","4.0","",".","",".","",".",".","0.4","."
