"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"ESL: Grammar-Academic Use","115
001","19","",".",".",".",".",".",".",".",".",".","94.7","5.3",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","116
002","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
003","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","116
004","15","",".",".",".",".",".",".",".",".",".","66.7","33.3",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","62","",".",".",".",".",".",".",".",".",".","90.3","9.7",".",".",".",".","."
"","117
001","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","117
002","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
003","15","",".",".",".",".",".",".",".",".",".","86.7","13.3",".",".",".",".","."
"","117
004","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
005","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","117
006","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","117
007","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","008
117","13","",".",".",".",".",".",".",".",".",".","76.9","23.1",".",".",".",".","."
"","117
009","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","010
117","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","117
011","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","160","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","118
001","14","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","16","2.844","31.3","25.0","18.8","6.3",".",".","18.8",".",".",".",".",".",".",".",".","."
"","118
003","15","2.333","13.3","13.3","26.7",".","26.7",".","20.0",".",".",".",".",".",".",".",".","."
"","118
004","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
005","15","3.633","40.0","46.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
006","15","3.333","13.3","53.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","118
007","14","2.500","14.3","28.6","14.3","14.3","7.1",".","21.4",".",".",".",".",".",".",".",".","."
"","118
008","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
009","12","3.208","33.3","25.0","33.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","118
010","15","3.333","33.3","46.7","6.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"","118
011","10","3.050","50.0","20.0",".","10.0",".","10.0","10.0",".",".",".",".",".",".",".",".","."
"","118
012","16","3.375","37.5","25.0","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","172","3.227","35.5","30.8","18.0","4.1","4.1","0.6","7.0",".",".",".",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","122
001","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"Shakespeare","162
001","203","3.392","28.6","36.5","25.1","4.9","1.0","1.0","1.0",".",".",".",".",".",".",".","1.5","0.5"
"","168
001","138","3.460","33.3","34.1","29.0","1.4","0.7","1.4",".",".",".",".",".",".",".",".",".","."
"","168
002","25","3.500","36.0","8.0","36.0",".",".",".",".","12.0",".",".",".",".","8.0",".",".","."
"","168
003","277","3.217","16.6","35.7","29.6","15.5","1.1","0.4","1.1",".",".",".",".",".",".",".",".","."
"","168
004","255","3.218","22.0","34.1","27.8","9.4","3.1","1.2","2.4",".",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","Course Total","695","3.286","22.6","33.8","29.1","9.9","1.7","0.9","1.3","0.4",".",".",".",".","0.3",".",".","."
"Intro to Modern American Lit","169
002","32","4.000","96.9",".",".",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"Intro to Lit of Native America","172
001","115","3.373","32.2","29.6","25.2","6.1","5.2","0.9",".","0.9",".",".",".",".",".",".",".","."
"","201
001","15","3.500","46.7","26.7","13.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","201
002","15","3.467","60.0","13.3","6.7",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","201
003","18","3.528","50.0","38.9","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","201
004","17","3.813","70.6","17.6",".","5.9",".",".",".",".",".",".",".",".",".","5.9",".","."
"","201
005","12","3.458","50.0","41.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 202 of 405",""
