"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Course Total
Research","49","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"ATM OCN
Dept. Total
640","975","3.171","30.7","23.4","15.8","11.9","7.5","2.7","1.8","5.4","",".","0.6",".","",".","0.1","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","128","3.038","24.2","24.2","18.0","16.4","12.5","3.1","1.6",".","",".",".",".","",".",".",".",".","."
"Sophomore","303","3.249","31.7","28.7","17.5","12.9","5.9","1.7","1.7",".","",".",".",".","",".",".",".",".","."
"Junior","186","3.002","23.1","24.2","19.4","13.4","10.8","4.8","2.7","0.5","",".",".",".","",".","0.5","0.5",".","."
"Senior","243","3.196","39.9","18.9","15.6","12.8","7.4","3.3","1.6","0.4","",".",".",".","",".",".",".",".","."
"Undergraduates","860","3.149","31.0","24.3","17.4","13.5","8.4","3.0","1.9","0.2","",".",".",".","",".","0.1","0.1",".","."
"Special","10","2.792","20.0","40.0","10.0",".","10.0",".","10.0","10.0","",".",".",".","",".",".",".",".","."
"Graduate","105","3.688","28.6","14.3","2.9",".",".",".","1.0","47.6","",".","5.7",".","",".",".",".",".","."
"Dept. Total","975","3.171","30.7","23.4","15.8","11.9","7.5","2.7","1.8","5.4","",".","0.6",".","",".","0.1","0.1",".","."
