"Where Science Meets Society","201
001","","17","3.559","64.7","11.8","5.9","5.9","11.8",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Sci, Technol & Med in Society","901
001","","10","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Current Topics-Sci & Tech St","902
001","","6","",".",".",".",".",".",".","",".","",".","",".","","100.0",".","",".","",".","",".",".","."
"STS
875","Dept. Total","","33","3.722","63.6","6.1","3.0","3.0","6.1","",".","",".","",".","",".","18.2","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","4","3.750","75.0",".","25.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","2.833","33.3",".",".","33.3","33.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","8","3.688","75.0","12.5",".",".","12.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","16","3.563","68.8","6.3","6.3","6.3","12.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","16","4.000","62.5",".",".",".",".","",".","",".","",".","",".","37.5","",".","",".","",".",".",".","."
"","Dept. Total","","33","3.722","63.6","6.1","3.0","3.0","6.1","",".","",".","",".","",".","18.2","",".","",".","",".",".",".","."
