"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Horn","217","020","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219","063","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221","089","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223","050","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Percussion","227","033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","009","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","17","4.000","94.1",".",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","235","026","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","247","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","7","3.571","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Techniques: Bassoon","315","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","046","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","7","3.611","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","062","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","19","3.936","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","010","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Oboe","409","059","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Saxophone","413","050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Bassoon","415","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Horn","417","020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Trumpet","419","063","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Trombone","421","089","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Euphonium","423","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Tuba","425","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Percussion","427","033","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","431","009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 269 of 405",""
