"","990
032","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
034","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research or Thesis","Course Total","14","",".",".",".",".",".",".",".","92.9","",".",".",".","7.1","",".",".",".","."
"Independent Reading","999
010","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"KINES
742","Dept. Total","827","3.587","54.3","21.9","14.4","3.9","1.9","0.5","0.1","1.7","",".","1.2",".","0.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.304","56.3","6.3","12.5","12.5","6.3","6.3",".",".","",".",".",".",".","",".",".",".","."
"Sophomore","","88","3.624","58.0","27.3","10.2","1.1","1.1","2.3",".",".","",".",".",".",".","",".",".",".","."
"Junior","","124","3.578","53.2","25.8","16.9","4.0",".",".",".",".","",".",".",".",".","",".",".",".","."
"Senior","","534","3.591","55.6","22.3","14.6","4.3","2.6","0.2","0.2","0.2","",".",".",".",".","",".",".",".","."
"Undergraduates","","762","3.588","55.5","23.1","14.4","4.1","2.1","0.5","0.1","0.1","",".",".",".",".","",".",".",".","."
"Special","","16","3.551","56.3","12.5","31.3",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"Graduate","","49","3.587","34.7","6.1","8.2","2.0",".",".",".","26.5","",".","20.4",".","2.0","",".",".",".","."
"","Dept. Total","827","3.587","54.3","21.9","14.4","3.9","1.9","0.5","0.1","1.7","",".","1.2",".","0.1","",".",".",".","."
