"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","160
001","16","3.656","56.3","31.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","160
002","19","3.711","68.4","15.8","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","160
003","22","3.523","59.1","22.7","9.1",".","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"Architectural Graphics","Course Total","57","3.623","61.4","22.8","8.8",".","5.3",".","1.8",".",".",".",".",".",".",".",".","."
"","170
001","19","3.368","36.8","21.1","26.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","170
002","20","3.125","25.0","40.0","20.0","5.0",".",".","10.0",".",".",".",".",".",".",".",".","."
"","170
003","22","3.455","36.4","27.3","31.8",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","61","3.320","32.8","29.5","26.2","4.9","3.3",".","3.3",".",".",".",".",".",".",".",".","."
"Intro Engineering Graphics","231
001","128","3.246","27.3","28.1","28.9","8.6","2.3","3.9","0.8",".",".",".",".",".",".",".",".","."
"","240
001","39","2.692","10.3","12.8","30.8","17.9","20.5","5.1","2.6",".",".",".",".",".",".",".",".","."
"","002
240","53","2.708",".","30.2","24.5","24.5","13.2","3.8","3.8",".",".",".",".",".",".",".",".","."
"Dynamics","Course Total","92","2.701","4.3","22.8","27.2","21.7","16.3","4.3","3.3",".",".",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","291
050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
050","30","3.942","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","32","3.890","84.4","12.5",".",".",".",".","3.1",".",".",".",".",".",".",".",".","."
"","306
001","45","2.744","17.8","17.8","22.2","20.0","8.9","6.7","6.7",".",".",".",".",".",".",".",".","."
"","306
002","44","2.864","13.6","25.0","20.5","20.5","13.6","4.5","2.3",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","89","2.803","15.7","21.3","21.3","20.2","11.2","5.6","4.5",".",".",".",".",".",".",".",".","."
"","307
001","6","3.250","16.7","16.7","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","12","2.958","8.3","16.7","41.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".","."
"","307
003","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","13","3.500","38.5","30.8","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","307
006","9","3.167","22.2","22.2","33.3","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"","307
007","10","3.150","30.0","10.0","40.0",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"","307
008","8","3.188","12.5","25.0","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","16","3.000","25.0","6.3","31.3","18.8","18.8",".",".",".",".",".",".",".",".",".",".","."
"","307
010","16","3.250","37.5","12.5","31.3","12.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","307
011","17","3.382","29.4","29.4","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","307
012","16","3.188","12.5","50.0","18.8",".","18.8",".",".",".",".",".",".",".",".",".",".","."
"","307
013","15","3.200","13.3","53.3","13.3",".","20.0",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","149","3.232","25.5","26.2","29.5","8.1","10.1","0.7",".",".",".",".",".",".",".",".",".","."
"","313
001","57","3.289","15.8","47.4","26.3","7.0","1.8",".","1.8",".",".",".",".",".",".",".",".","."
"","313
002","49","3.224","14.3","40.8","30.6","12.2",".",".","2.0",".",".",".",".",".",".",".",".","."
"Manufacturing Processes","Course Total","106","3.259","15.1","44.3","28.3","9.4","0.9",".","1.9",".",".",".",".",".",".",".",".","."
"","314
001","43","3.058","7.0","25.6","41.9","23.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"","314
002","30","3.050","10.0","30.0","26.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","Course Total","73","3.055","8.2","27.4","35.6","24.7","4.1",".",".",".",".",".",".",".",".",".",".","."
"Geom Modeling-Engr Applcatn","331
001","81","3.049","9.9","34.6","27.2","19.8","6.2","1.2","1.2",".",".",".",".",".",".",".",".","."
"","340
001","45","2.922","11.1","20.0","37.8","13.3","13.3","4.4",".",".",".",".",".",".",".",".",".","."
"","340
002","46","3.098","17.4","28.3","23.9","17.4","13.0",".",".",".",".",".",".",".",".",".",".","."
