"Folklore in a Digital Age","560
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
010","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"FOLKLORE
380","Dept. Total","162","3.418","46.3","18.5","18.5","7.4","4.3","1.9","1.2","1.2","",".",".","",".","",".","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","19","3.339","26.3","21.1","42.1","10.5",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","33","3.330","42.4","18.2","21.2","9.1","3.0","6.1",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","42","3.347","45.2","16.7","9.5","9.5","9.5","2.4","2.4","4.8","",".",".","",".","",".","",".",".",".","."
"Senior","","54","3.452","44.4","24.1","20.4","5.6","3.7",".","1.9",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","148","3.378","41.9","20.3","20.3","8.1","4.7","2.0","1.4","1.4","",".",".","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","100.0","."
"Graduate","","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","162","3.418","46.3","18.5","18.5","7.4","4.3","1.9","1.2","1.2","",".",".","",".","",".","",".",".","0.6","."
