"","990
081","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
083","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"","990
084","1","***","","","","","","","","","","",".",".",".","",".","",".",".","."
"Research and Thesis","Course Total","61","",".",".",".",".",".",".","",".","98.4","1.6",".",".","",".","",".",".",".","."
"NEUROSCI
682","Dept. Total","313","3.596","44.1","5.1","10.2","1.9","1.3","0.6","",".","35.5","0.3",".",".","",".","",".",".","0.6","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".",".",".","",".",".",".",".",".","",".","",".",".",".","."
"Junior","","17","3.609","76.5","5.9","5.9","5.9",".","5.9","",".",".",".",".",".","",".","",".",".",".","."
"Senior","","123","3.666","71.5","8.9","13.8","1.6","1.6","0.8","",".","0.8",".",".",".","",".","",".",".",".","0.8"
"Undergraduates","","142","3.663","72.5","8.5","12.7","2.1","1.4","1.4","",".","0.7",".",".",".","",".","",".",".",".","0.7"
"Special","","10","3.524","50.0",".","40.0",".",".",".","",".","10.0",".",".",".","",".","",".",".",".","."
"Graduate","","153","3.433","19.0","2.6","6.5","2.0","1.3",".","",".","66.7","0.7",".",".","",".","",".",".","1.3","."
"Prof Yr 3","","4","4.000","25.0",".",".",".",".",".","",".","75.0",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","4","",".",".",".",".",".",".","",".","100.0",".",".",".","",".","",".",".",".","."
"Professionals","","8","4.000","12.5",".",".",".",".",".","",".","87.5",".",".",".","",".","",".",".",".","."
"","Dept. Total","313","3.596","44.1","5.1","10.2","1.9","1.3","0.6","",".","35.5","0.3",".",".","",".","",".",".","0.6","0.3"
