"TERM : 1094","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2008-2009","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"","153853
Grand Total","#Name?","Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name? Name?","","","","","","","","","","","","","","","","","","#Name?"
"University of Wisconsin-Madison","","# Grades Ave","A","","AB","B","BC","C","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","10785","2.984","","27.0","19.3","21.9","10.7","11.9","","3.7","","2.6","0.1",".","2.4","0.1",".","0.1","0.0","0.0","0.0"
"Sophomore","26276","3.181","","33.7","21.1","22.8","8.8","8.4","","2.3","","1.4","0.2",".","1.1","0.0",".","0.0","0.0","0.0","0.1"
"Junior","30839","3.232","","35.8","21.2","22.4","8.1","7.9","","2.1","","1.2","0.4","0.0","0.8","0.0",".","0.0","0.1","0.0","0.1"
"Senior","48432","3.363","","42.8","20.4","18.5","6.7","5.9","","1.5","","0.8","1.6","0.0","1.3","0.0","0.0","0.1","0.1","0.0","0.1"
"Undergraduates","116332","3.247","","37.4","20.7","20.8","7.9","7.5","","2.1","","1.2","0.8","0.0","1.2","0.0","0.0","0.1","0.1","0.0","0.1"
"Special","2404","3.391","","37.9","12.1","12.9","3.5","3.7","","1.0","","1.5","18.4","0.0","3.2","0.2",".","1.3","1.2","2.5","0.1"
"Graduate","21285","3.780","","52.7","12.8","6.3","0.6","0.4","","0.0","","0.1","21.5","0.1","2.3","0.0","2.3","0.5","0.0","0.3","0.0"
"Prof Yr 1","3787","2.318","","20.5","9.9","18.7","2.3","3.0","","0.2","","0.1","22.7","0.1","1.5",".",".","0.1",".","0.0","0.1"
"Prof Yr 2","4630","2.962","","39.4","13.8","16.9","2.7","1.6","","0.2","","0.2","12.1",".","1.2",".",".","0.0",".","0.2","0.6"
"Prof Yr 3","3832","2.984","","31.1","16.3","14.4","1.7","1.9","","0.2","","0.0","21.1",".","0.2",".","0.1","0.1",".","0.0","0.5"
"Prof Yr 4","2109","3.821","","56.1","11.9","4.7","0.2","0.2","","0.0","","0.0","26.2",".","0.0",".","0.1","0.3","0.0",".","0.0"
"Professionals","14358","2.952","","34.6","13.2","14.9","2.0","1.8","","0.2","","0.1","19.4","0.0","0.9",".","0.0","0.1","0.0","0.1","0.3"
"University Total","154379","3.277","","39.3","18.8","18.2","6.3","6.0","","1.6","","1.0","5.7","0.0","1.4","0.0","0.3","0.2","0.1","0.1","0.1"
