"","999
049","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
057","8","4.000","100.0",".",".",".","","",".",".","",".","",".",".",".",".","",".",".",".",".","."
"","999
059","1","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","24","4.000","91.7",".",".","",".","",".","",".","",".",".",".",".","",".",".","8.3",".",".","."
"ELPA
305","Dept. Total","474","3.910","64.8","7.8","2.5","",".","",".","",".","",".","19.6","0.2",".","",".","1.5","3.2",".","0.2","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","3.500",".","100.0",".","",".","",".","",".","",".",".",".",".","",".",".",".",".",".","."
"Senior","","9","3.900","44.4","11.1",".","",".","",".","",".","",".","44.4",".",".","",".",".",".",".",".","."
"Undergraduates","","10","3.833","40.0","20.0",".","",".","",".","",".","",".","40.0",".",".","",".",".",".",".",".","."
"Special","","33","3.948","81.8","3.0","3.0","",".","",".","",".","",".",".",".",".","",".",".","12.1",".",".","."
"Graduate","","440","3.907","62.7","7.7","2.5","",".","",".","",".","",".","20.2","0.2","2.0","",".","1.6","2.5",".","0.2","0.2"
"","Dept. Total","483","3.910","63.6","7.7","2.5","",".","",".","",".","",".","19.3","0.2","1.9","",".","1.4","3.1",".","0.2","0.2"
