"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Life in the Middle Ages","215","001","14","3.632","28.6","42.9","7.1",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"Probs-Byzantine History&Civ","314","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342","001","6","3.342","16.7","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Beowulf","359","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Figures of Medieval Eng Lit","361","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","6","3.167","33.3","16.7","16.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Byzantine Med & Pharmacy","562","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Old Germanic Languages","755","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","35","3.468","31.4","34.3","11.4","8.6","2.9",".",".","8.6",".",".",".",".",".",".","2.9","."
