"","996
021","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
025","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
041","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","6","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"BOTANY
208","Dept. Total","817","3.293","43.5","13.0","21.7","7.7","7.1","1.6","0.9","3.9","",".","0.1",".","0.2","0.2",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.203","29.2","20.8","29.2","8.3","12.5",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","188","3.327","45.2","16.5","20.7","4.8","11.2","1.6",".",".","",".",".",".",".",".",".",".","."
"Junior","","247","3.219","41.3","15.0","23.5","10.1","5.7","2.0","2.4",".","",".",".",".",".",".",".",".","."
"Senior","","247","3.279","42.9","10.5","25.1","9.7","7.7","2.0","0.4","0.4","",".",".",".","0.4","0.4",".","0.4","."
"Undergraduates","","706","3.269","42.5","14.0","23.5","8.5","8.1","1.8","1.0","0.1","",".",".",".","0.1","0.1",".","0.1","."
"Special","","7","3.571","14.3","42.9","14.3",".",".",".",".","28.6","",".",".",".",".",".",".",".","."
"Graduate","","104","3.644","51.9","3.8","9.6","2.9","1.0",".",".","27.9","",".","1.0",".","1.0","1.0",".",".","."
"","Dept. Total","817","3.293","43.5","13.0","21.7","7.7","7.1","1.6","0.9","3.9","",".","0.1",".","0.2","0.2",".","0.1","."
