"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Immigration Law","873
001","37","0.924","8.1","2.7","13.5",".",".",".",".","8.1",".",".",".",".",".",".","2.7","."
"Wisconsin Internl Law Journ","895
001","62","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Journal of Law","896
001","26","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","83","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","904
001","44","1.727","11.4","2.3","36.4","2.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"","904
002","20","1.550","20.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
003","19","1.632","21.1",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
004","15","1.533","13.3",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
005","18","1.722","5.6",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","904
006","11","0.727",".",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","904
007","10","2.000","20.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","Course Total","137","1.606","13.1","0.7","33.6","0.7","1.5",".",".",".",".",".",".",".",".",".",".","."
"Probs-Pro Responsblty Smr","907
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","10","1.500","30.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
001","17","1.147","5.9","5.9","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
002","8","1.188",".","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","918
003","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","36","1.164","2.8","5.6","16.7",".",".",".",".","30.6",".",".",".",".",".",".",".","."
"","940
001","25","2.203","52.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
002","8","1.500","12.5",".","12.5",".","12.5",".",".","25.0",".",".",".",".",".",".",".","."
"","940
003","15","1.467","26.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
004","6","1.688","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
006","11","1.091",".",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","14","1.923","28.6",".","21.4",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","940
008","14","1.962","28.6","7.1","14.3",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","940
009","15","1.200",".",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","10","1.200","10.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","940
011","13","1.885","23.1","7.7","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
013","23","4.000","4.3",".",".",".",".",".",".","78.3",".",".",".",".",".",".",".","17.4"
"","940
014","8","1.600","12.5",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","8","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
017","6","0.938",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
018","11","1.455","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
022","34","0.909","5.9",".","17.6",".","5.9",".",".","2.9",".",".",".",".",".",".",".","."
"","940
023","9","1.368","22.2",".","11.1",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","245","1.566","19.2","0.8","18.0",".","1.6",".",".","9.4",".",".",".",".","0.4",".",".","1.6"
"","950
001","51","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","14","0.214",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","950
003","9","4.000","11.1",".",".",".",".",".",".","88.9",".",".",".",".",".",".",".","."
"","950
004","26","",".",".",".",".",".",".",".","84.6",".",".",".",".",".",".",".","15.4"
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 328 of 405",""
