"ALS","","","","","","","","","","","","","","","","","","","","","","",""
"PLANT PATHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"PL PATH
766","Dept. Total","113","3.396","31.9","14.2","15.0","4.4","3.5","0.9","",".","23.0","",".",".","",".","7.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"766
PL PATH","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","7","3.375","42.9","14.3","28.6","14.3",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","13","3.290","38.5","23.1","30.8",".","7.7",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","31","3.144","29.0","16.1","32.3","9.7","9.7","3.2","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","51","3.209","33.3","17.6","31.4","7.8","7.8","2.0","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","61","3.770","31.1","9.8","1.6","1.6",".",".","",".","42.6","",".",".","",".","13.1","",".",".",".","."
"","Dept. Total","113","3.396","31.9","14.2","15.0","4.4","3.5","0.9","",".","23.0","",".",".","",".","7.1","",".",".",".","."
