"","990
058","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
076","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
139","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","796","3.419","35.8","28.1","24.7","5.9","3.3","0.9","0.3","0.9","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","24","3.042","25.0","20.8","33.3","4.2","8.3","4.2","4.2",".","",".",".","",".","",".",".",".",".","."
"Junior","","148","3.139","20.3","29.1","28.4","9.5","8.8","2.7","0.7","0.7","",".",".","",".","",".",".",".",".","."
"Senior","","212","3.302","28.8","25.5","27.8","12.7","3.3","0.9",".","0.9","",".",".","",".","",".",".",".",".","."
"Undergraduates","","384","3.223","25.3","26.6","28.4","10.9","5.7","1.8","0.5","0.8","",".",".","",".","",".",".",".",".","."
"Special","","4","3.000","25.0",".","50.0",".","25.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","406","3.605","45.8","29.8","21.2","1.2","0.7",".",".","1.0","",".",".","",".","",".","0.2",".",".","."
"Prof Yr 2","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","796","3.419","35.8","28.1","24.7","5.9","3.3","0.9","0.3","0.9","",".",".","",".","",".","0.1",".",".","."
