"","999
013","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
026","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
028","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research","Course Total","7","4.000","85.7",".",".",".",".",".","",".","14.3","",".",".","",".",".",".",".",".","."
"L SC COM
120","Dept. Total","340","3.773","65.3","17.6","4.1","1.5","1.2","0.9","",".","3.5","",".","3.8","",".","0.3","1.2",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","3.773","79.3","10.3","6.9",".",".","3.4","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","30","3.852","76.7","20.0","3.3",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","58","3.618","58.6","25.9","8.6",".","5.2","1.7","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","161","3.774","68.3","21.1","3.7","3.1","0.6","0.6","",".",".","",".",".","",".",".","2.5",".",".","."
"Undergraduates","","278","3.749","68.3","20.9","5.0","1.8","1.4","1.1","",".",".","",".",".","",".",".","1.4",".",".","."
"Special","","10","3.932","70.0","10.0",".",".",".",".","",".",".","",".",".","",".",".",".",".","20.0","."
"Graduate","","52","3.981","48.1","1.9",".",".",".",".","",".","23.1","",".","25.0","",".","1.9",".",".",".","."
"","Dept. Total","340","3.773","65.3","17.6","4.1","1.5","1.2","0.9","",".","3.5","",".","3.8","",".","0.3","1.2",".","0.6","."
