"TERM : 1094","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2008-2009","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","",""
"Tech:Computer-Based Bus Sys","371
001
13","3.385","38.5","15.4","30.8","15.4",".",".",".",".",".",".",".",".",".",".   
.   
."
"Computer-Based Data Mgt","422
001
6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Anal&Dsgn:Comptr-Based Sys","424
001
6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"INFO SYS
234","25
Dept. Total","3.580","52.0","20.0","20.0","8.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","",""
"Junior","4","3.375","50.0",".","25.0","25.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","21","3.619","52.4","23.8","19.0","4.8",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","25","3.580","52.0","20.0","20.0","8.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
25","3.580","52.0","20.0","20.0","8.0",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 57 of 405"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
