"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"414
Cognitive Psychology","001","","186","2.967","13.4","16.1","37.1","18.3","12.9","0.5","0.5","1.1",".",".",".",".",".",".",".","."
"450
Animal Behavior-Primates","001","","344","3.305","25.6","31.4","29.4","8.4","3.8","0.6","0.6","0.3",".",".",".",".",".",".",".","."
"454
Behavioral Neuroscience","001","","43","3.221","44.2","11.6","20.9",".","20.9",".","2.3",".",".",".",".",".",".",".",".","."
"455","001","","12","3.458","33.3","41.7","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"455","002","","11","3.364","45.5","18.2","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".","."
"455","003","","12","3.000","25.0","25.0","25.0","8.3","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"455","004","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","","43","3.349","39.5","25.6","20.9","2.3","9.3",".","2.3",".",".",".",".",".",".",".",".","."
"481
Honors Smr-Cognitive Psych","001","","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"482
Literacy,Brain&Behavior-Honors","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"509
Abnormal Psychology","001","","331","2.654","16.6","10.6","21.1","10.6","29.9","6.6","2.4","1.2","0.3",".",".",".",".","0.3",".","0.3"
"524
Neurobi II:Intr-Brain&Behav","001","","19","3.421","42.1","10.5","42.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"528
Intro to Cultural Psychology","001","","166","2.951","16.9","23.5","27.1","11.4","13.3","5.4","1.2","1.2",".",".",".",".",".",".",".","."
"530
Intro-Social Psychology","001","","38","3.197","28.9","31.6","15.8","7.9","13.2",".","2.6",".",".",".",".",".",".",".",".","."
"550
Animal Comm & Orig of Lang","001","","20","3.400","30.0","35.0","25.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"560
Child Psychology","001","","196","3.401","40.8","26.5","17.9","7.7","4.1","2.0","0.5","0.5",".",".",".",".",".",".",".","."
"580
Honors Seminar in Child Psych","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"588
Intro to Cultural Psych-Honors","001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","001","","18","3.906","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"618","002","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Topics","Course Total","","63","3.974","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","067","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"692","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
