"Plato","541
001","","7","3.857","71.4","28.6",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Plutarch","564
001","","7","3.750","57.1","14.3","14.3",".",".",".","",".","","14.3",".","",".",".","",".","",".","",".",".","."
"Directed Study","699
002","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar-Related Fields","970
001","","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"GREEK
428","Dept. Total","","43","3.653","62.8","20.9","7.0","2.3","4.7","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","3.273","66.7",".",".",".","33.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","9","3.441","33.3","33.3","22.2","11.1",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.563","41.7","50.0",".",".","8.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","24","3.476","41.7","37.5","8.3","4.2","8.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","4.000","66.7",".",".",".",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"Graduate","","","16","3.935","93.8",".","6.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","43","3.653","62.8","20.9","7.0","2.3","4.7","",".","",".","2.3","",".",".","",".","",".","",".",".",".","."
