"PROFESSIONAL ORIENTATION","Section","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Career Orientation","200
001","","33","3.828","78.8","9.1","6.1",".","","3.0",".","",".","","3.0",".","",".",".","",".","",".","",".",".","."
"PRO OR
812","Dept. Total","","33","3.828","78.8","9.1","6.1","",".","3.0","",".","",".","3.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"812
PRO OR","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.500",".","100.0",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.938","87.5","12.5",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","23","3.795","78.3","4.3","8.7","",".","4.3","",".","",".","4.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","32","3.823","78.1","9.4","6.3","",".","3.1","",".","",".","3.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","33","3.828","78.8","9.1","6.1","",".","3.0","",".","",".","3.0","",".",".","",".","",".","",".",".",".","."
