"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colloquium in Env Tox","606
001","","8","3.375","50.0",".","25.0","25.0","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Toxicology II","626
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"AHABS
952","Dept. Total","","10","3.536","50.0","10.0","20.0","20.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"952
AHABS","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","3.556","57.1",".","14.3","28.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.545","55.6",".","22.2","22.2","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","3.500",".","100.0",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","10","3.536","50.0","10.0","20.0","20.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
