"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"564","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"564","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"564","004","","6","3.167","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"564","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"564","006","","6","3.417","50.0","16.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab","Course Total","","25","3.420","40.0","24.0","24.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","22","3.000","18.2","22.7","40.9","4.5","4.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"567","001","","9","3.500","55.6","11.1","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"567","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"567","003","","9","3.500","55.6","11.1","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Laboratory","Course Total","","23","3.326","47.8","13.0","13.0","8.7","17.4",".",".",".",".",".",".",".",".",".",".","."
"605
Spectrochemical Measuremts","001","","33","3.547","45.5","21.2","27.3",".","3.0",".",".",".",".",".",".",".",".",".","3.0","."
"607
Laboratory Safety","001","","53","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"613
Chemical Crystallography","001","","20","3.441","35.0","10.0","35.0","5.0",".",".",".","15.0",".",".",".",".",".",".",".","."
"628
Chem Instrumtn:Dsgn&Control","001","","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"630","001","","6","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"630","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Analytical Chemistry","Course Total","","14","3.853","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","14","3.500","35.7","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"638
Topic-Instrmtn:Mass Spectrmtry","001","","6","4.000","66.7",".",".",".",".",".",".","16.7",".",".",".",".",".",".","16.7","."
"654
Materials Chem of Polymers","001","","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692
Senior Thesis","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 175 of 405",""
