"","999
061","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","11","3.700","54.5",".","9.1",".","9.1",".",".","27.3","",".",".","",".",".",".",".",".","."
"CIV ENGR
240","Dept. Total","1384","3.328","39.7","17.8","18.6","6.6","6.2","1.3","0.6","7.9","",".",".","",".","0.9","0.4",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","3.727","75.0",".","25.0",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","51","3.281","43.1","17.6","17.6","7.8","11.8",".","2.0",".","",".",".","",".",".",".",".",".","."
"Junior","","244","3.111","32.0","17.6","25.0","11.1","11.1","2.0","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","","695","3.297","39.9","21.0","21.6","8.1","6.6","1.9","0.6","0.3","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","994","3.252","38.2","19.9","22.2","8.8","7.9","1.8","0.8","0.2","",".",".","",".",".","0.1",".",".","."
"Special","","30","3.393","43.3","16.7","16.7","10.0","10.0",".",".","3.3","",".",".","",".",".",".",".",".","."
"Graduate","","360","3.704","43.6","12.2","8.6","0.3","1.1",".",".","29.4","",".",".","",".","3.3","1.1",".","0.3","."
"","Dept. Total","1384","3.328","39.7","17.8","18.6","6.6","6.2","1.3","0.6","7.9","",".",".","",".","0.9","0.4",".","0.1","."
