"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"289
Honors Independent Study","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","035","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","044","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","092","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","37","3.979","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","001","","41","3.744","48.8","51.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","003","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","004","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","005","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","006","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","007","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"375","011","","41","3.916","82.9","17.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","188","3.948","85.1","14.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"466
General Genetics","001","","214","2.743","18.7","16.4","14.5","20.6","16.8","6.1","4.2","0.9","0.5",".",".",".",".","0.9",".","0.5"
"545","001","","14","3.462","42.9","28.6","14.3",".",".","7.1",".",".",".",".",".",".","7.1",".",".","."
"545","002","","9","3.167","44.4",".","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"Genetics Laboratory","Course Total","","23","3.341","43.5","17.4","17.4","4.3","8.7","4.3",".",".",".",".",".",".","4.3",".",".","."
"561
Introductory Cytogenetics","001","","23","3.343","21.7","34.8","34.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"566
Advanced Genetics","001","","74","3.176","27.0","16.2","31.1","16.2","9.5",".",".",".",".",".",".",".",".",".",".","."
"655
Biol & Genetics-Filament Fungi","001","","7","3.286","42.9",".","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"677","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"677","004","","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","Course Total","","21","3.779","66.7","23.8","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
