"FRENCH (FRENCH AND ITALIAN) Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"","101
002","24","3.500","37.5","50.0","8.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","101
004","18","3.611","66.7","22.2","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","101
006","19","3.556","36.8","36.8","15.8","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","101
008","22","3.364","31.8","40.9","18.2","4.5",".",".","4.5",".",".",".",".",".",".",".",".","."
"","101
009","15","3.567","53.3","26.7","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","101
010","19","3.639","52.6","15.8","26.3",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","101
011","19","3.368","31.6","36.8","10.5","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","101
012","16","3.179","37.5","12.5","12.5","6.3","12.5","6.3",".","12.5",".",".",".",".",".",".",".","."
"First Semester French","Course Total","152","3.476","42.8","31.6","13.2","4.6","2.6","0.7","2.0","2.6",".",".",".",".",".",".",".","."
"","102
002","16","3.300","25.0","37.5","12.5","6.3","12.5",".",".",".",".",".",".",".",".",".","6.3","."
"","102
004","21","2.905","14.3","23.8","19.0","33.3","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","102
006","21","3.071","14.3","28.6","42.9","4.8","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","102
007","16","3.625","43.8","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","17","3.559","47.1","29.4","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","20","3.500","35.0","35.0","20.0",".","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","102
010","13","2.833","7.7","15.4","53.8",".","7.7",".","7.7","7.7",".",".",".",".",".",".",".","."
"Second Semester French","Course Total","124","3.256","26.6","29.8","25.0","8.9","4.8",".","2.4","1.6",".",".",".",".",".",".","0.8","."
"","203
001","10","3.611","40.0","40.0",".","10.0",".",".",".","10.0",".",".",".",".",".",".",".","."
"","203
002","14","3.571","42.9","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","21","2.857","14.3","38.1","28.6",".",".","9.5","9.5",".",".",".",".",".",".",".",".","."
"","203
005","23","3.283","39.1","26.1","13.0","13.0",".","8.7",".",".",".",".",".",".",".",".",".","."
"","203
007","15","3.567","46.7","33.3","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","203
008","12","2.591",".","16.7","33.3","25.0","8.3",".","8.3",".",".",".",".",".",".",".","8.3","."
"Third Semester French","Course Total","95","3.226","30.5","30.5","20.0","7.4","2.1","4.2","3.2","1.1",".",".",".",".",".",".","1.1","."
"","204
001","22","3.409","18.2","54.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
002","12","3.333","16.7","33.3","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","22","3.175","13.6","22.7","36.4","18.2",".",".",".","9.1",".",".",".",".",".",".",".","."
"","204
004","17","3.588","41.2","35.3","23.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
006","22","3.386","22.7","40.9","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","204
008","18","3.265","16.7","44.4","11.1","16.7","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Fourth Semester French","Course Total","113","3.359","21.2","38.9","26.5","9.7","0.9",".",".","2.7",".",".",".",".",".",".",".","."
"French Interdis Studies","211
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Exploring French:Intermed Crse","227
002","11","3.364","9.1","54.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
001","22","3.367","18.2","50.0","13.6","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","228
002","14","3.533","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","228
003","23","3.068","8.7","26.1","30.4","26.1","4.3",".",".","4.3",".",".",".",".",".",".",".","."
"","228
004","18","3.675","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
005","20","3.493","35.0","40.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","228
007","22","3.588","45.5","31.8","18.2",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","228
008","15","3.755","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Language & Culture","Course Total","134","3.476","34.3","35.1","18.7","9.7","1.5",".",".","0.7",".",".",".",".",".",".",".","."
"","271
002","17","3.827","58.8","35.3",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","271
003","17","3.435","35.3","35.3","23.5",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"","271
004","15","3.440","33.3","20.0","46.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Literary Analysis","Course Total","49","3.572","42.9","30.6","22.4",".",".","2.0",".","2.0",".",".",".",".",".",".",".","."
