"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"Second Semester Greek","104
001","","13","3.346","38.5","30.8","7.7","7.7","15.4",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Greek","304
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Greek","306
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plato","541
001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Plutarch","564
001","","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Directed Study","699
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Related Fields","970
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","43","3.653","62.8","20.9","7.0","2.3","4.7",".",".","2.3",".",".",".",".",".",".",".","."
