"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Intro to Dynamic Systems","Course Total","91","3.011","14.3","24.2","30.8","15.4","13.2","2.2",".",".",".",".",".",".",".",".",".","."
"","342
001","36","2.694","22.2","11.1","11.1","11.1","38.9","2.8","2.8",".",".",".",".",".",".",".",".","."
"","342
002","46","2.935","17.4","19.6","21.7","15.2","26.1",".",".",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","Course Total","82","2.829","19.5","15.9","17.1","13.4","31.7","1.2","1.2",".",".",".",".",".",".",".",".","."
"","349
001","16","2.969","18.8","18.8","18.8","37.5",".","6.3",".",".",".",".",".",".",".",".",".","."
"","349
002","12","2.833",".",".","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","349
003","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","19","3.184","21.1","21.1","31.6","26.3",".",".",".",".",".",".",".",".",".",".",".","."
"","349
005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","349
007","9","3.222","44.4",".","11.1","44.4",".",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","85","3.265","30.6","18.8","28.2","20.0","1.2","1.2",".",".",".",".",".",".",".",".",".","."
"","351
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","351
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","352
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Interdis Expr Dsgn Projects II","Course Total","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","361
001","37","2.784","13.5","13.5","24.3","18.9","27.0","2.7",".",".",".",".",".",".",".",".",".","."
"","361
002","39","2.776","15.4","12.8","23.1","15.4","25.6","5.1",".","2.6",".",".",".",".",".",".",".","."
"","361
003","34","2.662","17.6","11.8","17.6","20.6","20.6","8.8","2.9",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","110","2.743","15.5","12.7","21.8","18.2","24.5","5.5","0.9","0.9",".",".",".",".",".",".",".","."
"","363
001","58","3.060","20.7","10.3","53.4","5.2","5.2","3.4","1.7",".",".",".",".",".",".",".",".","."
"","363
002","64","2.883","7.8","26.6","25.0","25.0","10.9","4.7",".",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","122","2.967","13.9","18.9","38.5","15.6","8.2","4.1","0.8",".",".",".",".",".",".",".",".","."
"","364
001","52","3.385","36.5","21.2","28.8","9.6","3.8",".",".",".",".",".",".",".",".",".",".","."
"","364
002","40","2.963","22.5","15.0","30.0","12.5","15.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","92","3.201","30.4","18.5","29.3","10.9","8.7","1.1","1.1",".",".",".",".",".",".",".",".","."
"Engr Measure & Instrumentation","368
001","86","3.023","10.5","18.6","47.7","14.0","8.1","1.2",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","85","3.035","11.8","23.5","32.9","23.5","8.2",".",".",".",".",".",".",".",".",".",".","."
"","417
001","10","3.300","10.0","60.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","417
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Polymer Processing","Course Total","11","3.273","9.1","54.5","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","418
001","47","3.691","55.3","27.7","17.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","418
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Engr Design with Polymers","Course Total","48","3.698","56.3","27.1","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals-Injection Molding","419
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stat Expermntl Design-Engrs","424
001","6","3.417","50.0",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Vibrations","440
001","21","3.500","38.1","28.6","28.6","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","441
001","7","2.786",".","28.6","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"","441
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rheology of Foods&Biomaterials","Course Total","8","2.875",".","37.5","37.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
