"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8384","3.555","47.2","18.4","12.0","1.9","2.0","0.7","0.3","14.8","0.1","1.9",".","0.4","0.1","0.0","0.0","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.982","20.0","40.0","20.0","10.0",".",".","10.0",".",".",".",".",".",".",".",".","."
"Sophomore","","129","2.849","32.6","13.2","21.7","3.1","22.5","3.9","1.6",".",".","0.8",".",".","0.8",".",".","."
"Junior","","618","3.218","45.1","15.9","21.0","4.5","8.7","3.2","0.8",".",".","0.5",".",".","0.2",".",".","."
"Senior","","1782","3.496","54.3","18.4","17.2","3.4","3.6","1.7","0.3","0.3",".","0.6",".",".","0.1","0.1",".","0.1"
"Undergraduates","","2539","3.384","50.8","17.6","18.4","3.7","5.8","2.2","0.5","0.2",".","0.6",".",".","0.1","0.0",".","0.1"
"Special","","103","3.374","53.4","7.8","19.4","1.0","1.0","1.9","4.9","7.8",".",".",".",".","2.9",".",".","."
"Graduate","","1411","3.705","43.9","10.6","6.9","0.8","0.3","0.1",".","32.7","0.1","1.8",".","2.5","0.1",".","0.3","."
"Prof Yr 1","","1095","3.503","15.4","10.9","4.7","2.2","0.5","0.2",".","60.5","0.3","5.3",".",".",".",".",".","0.2"
"Prof Yr 2","","1590","3.682","61.7","19.5","12.3","1.6","0.7",".","0.1","0.6",".","3.6",".",".",".",".",".","."
"Prof Yr 3","","680","3.587","40.1","42.4","14.0","0.3",".",".",".","1.9",".","0.6",".","0.1","0.1",".",".","0.4"
"Prof Yr 4","","987","3.751","60.0","22.4","8.2","0.4",".","0.1","0.1","8.2",".",".",".",".","0.4","0.1",".","0.1"
"Professionals","","4352","3.650","46.3","21.6","9.7","1.3","0.4","0.1","0.1","17.6","0.1","2.7",".","0.0","0.1","0.0",".","0.1"
"","College Total","8405","3.555","47.4","18.3","12.0","1.9","2.0","0.7","0.2","14.8","0.1","1.9",".","0.4","0.1","0.0","0.0","0.1"
