"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","10","1.400","20.0",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to American Law","601
001","9","3.389","33.3","11.1","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Sources","602
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Writing (M.L.I.)","603
001","14","3.536","28.6","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","721
001","33","0.909","9.1",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
721","28","1.107","7.1",".","17.9",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Contracts II","Course Total","61","1.000","8.2",".","18.0",".","6.6",".",".",".",".",".",".",".",".",".",".","."
"","723
001","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","12","0.250",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
003","12","0.250",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
723","12","0.583",".",".","8.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","723
005","10","0.900",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","12","1.000",".",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
007","13","0.615",".",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
008","12","0.833",".",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","723
009","11","0.818",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","10","0.600",".",".","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
011","10","1.500",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
012","10","1.800","10.0",".","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","723
013","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
014","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
015","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
016","13","0.231",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
017","11","0.273",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
018","13","0.615",".",".","15.4",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","723
019","12","0.917",".",".","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","723
020","12","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
021","12","1.333","8.3",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","245","0.784","0.8",".","22.9",".","3.3",".",".",".",".",".",".",".",".",".",".","."
"","724
001","63","1.381","15.9",".","20.6",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","724
002","71","0.789","4.2","5.6","11.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","724
003","59","1.034","5.1",".","22.0",".","8.5",".",".",".",".",".",".",".",".",".",".","."
"","724
004","62","1.306","9.7",".","25.8",".","6.5","1.6",".",".",".",".",".",".",".",".",".","."
"Property","Course Total","255","1.118","8.6","1.6","19.6",".","6.3","0.4",".",".",".",".",".",".",".",".",".","."
"","725
001","65","0.954","3.1",".","27.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
002","62","1.419","4.8",".","35.5",".","8.1",".",".",".",".",".",".",".",".",".",".","."
"","725
003","62","1.145","9.7",".","21.0",".","6.5",".",".",".",".",".",".",".",".",".",".","."
"","725
004","65","1.415","7.7",".","35.4",".","1.5","1.5","1.5",".",".",".",".",".",".",".",".","."
"Intro to Criminal Procedure","Course Total","254","1.232","6.3",".","29.9",".","3.9","0.4","0.4",".",".",".",".",".",".",".",".","."
"Federal Law & Indian Tribes","730
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","731
001","81","1.468","11.1","4.9","23.5",".","4.9","1.2",".","1.2",".",".",".",".",".",".","1.2","."
"","731
002","72","1.169","8.3",".","25.0",".","2.8","1.4",".","1.4",".",".",".",".",".",".",".","."
"","731
003","71","1.141","5.6",".","28.2",".","2.8","1.4",".",".",".",".",".",".",".",".",".","."
"","731
004","73","1.028","8.2",".","20.5",".","2.7",".",".","2.7",".",".",".",".",".",".",".","."
