"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Life Drawing II","Course Total","","2","***","","","","","","","","","","","","","","","",""
"644
Advanced Art Metal II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Design Portfolio & Prof Pract","001","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","11","3.737","72.7","9.1","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"699","074","","8","3.692","87.5",".",".",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"699","076","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","73","3.841","79.5","6.8","9.6",".",".",".","1.4",".",".",".",".",".","2.7",".",".","."
"908","002","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"908","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","6","3.786","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","24","3.929","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"924
Advanced Research-Ceramics","074","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","12","3.875","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","012","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 72 of 405"
