"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","9774","3.240","36.8","15.5","18.5","6.9","8.6","1.6","0.9","8.1","0.0","1.2","0.0","1.3","0.3","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","541","2.981","26.2","18.9","23.1","10.2","13.3","4.3","1.5","0.2",".","2.2",".",".",".",".",".","0.2"
"Sophomore","","1316","3.208","35.1","22.0","19.4","10.0","8.3","2.2","1.2","0.1",".","1.8",".",".",".",".",".","."
"Junior","","1832","3.172","35.4","18.3","22.6","7.9","12.7","1.7","0.9","0.2","0.1","0.1",".",".","0.1",".","0.1","."
"Senior","","3870","3.235","40.3","15.9","21.3","8.1","9.8","1.8","1.0","1.4","0.0","0.0",".",".","0.3","0.0","0.0","0.1"
"Undergraduates","","7559","3.196","37.2","17.8","21.4","8.5","10.5","2.0","1.0","0.8","0.0","0.5",".",".","0.2","0.0","0.0","0.1"
"Special","","175","3.131","28.6","13.7","16.6","7.4","9.7",".","2.9","10.3",".","1.1",".",".","1.7","2.3","5.7","."
"Graduate","","1932","3.707","36.7","7.4","6.6","0.4","0.7",".",".","36.9","0.1","4.0","0.1","6.3","0.7",".","0.2","0.1"
"Prof Yr 1","","85","2.965","22.4","7.1","37.6","15.3","17.6",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","7","3.950","71.4","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Prof Yr 3","","11","4.000","63.6",".",".",".",".",".",".","18.2",".",".",".","18.2",".",".",".","."
"Prof Yr 4","","9","4.000","55.6",".",".",".",".",".",".","22.2",".",".",".","22.2",".",".",".","."
"Professionals","","112","3.052","32.1","6.3","28.6","11.6","13.4",".",".","3.6",".",".",".","3.6","0.9",".",".","."
"","College Total","9778","3.240","36.9","15.5","18.5","6.9","8.6","1.6","0.9","8.1","0.0","1.2","0.0","1.3","0.3","0.1","0.2","0.1"
