"","699
014","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
021","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"Amer Indian Hist, 1800-present","942
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","304","3.344","36.8","22.0","21.1","8.9","3.6","1.6","1.3","3.3","",".",".","",".","",".","0.7",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.844","31.3","6.3","18.8","25.0","6.3","6.3","6.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","77","3.387","32.5","24.7","31.2","6.5","1.3","1.3",".",".","",".",".","",".","",".","2.6",".",".","."
"Junior","","95","3.445","37.9","27.4","22.1","5.3","1.1","1.1","1.1","4.2","",".",".","",".","",".",".",".",".","."
"Senior","","104","3.260","37.5","19.2","15.4","11.5","7.7","1.9","1.9","4.8","",".",".","",".","",".",".",".",".","."
"Undergraduates","","292","3.330","36.0","22.6","21.9","8.9","3.8","1.7","1.4","3.1","",".",".","",".","",".","0.7",".",".","."
"Special","","3","2.500",".",".",".","33.3",".",".",".",".","",".",".","",".","",".",".",".","66.7","."
"Graduate","","9","3.938","77.8","11.1",".",".",".",".",".","11.1","",".",".","",".","",".",".",".",".","."
"","Dept. Total","304","3.344","36.8","22.0","21.1","8.9","3.6","1.6","1.3","3.3","",".",".","",".","",".","0.7",".","0.7","."
