"","775
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"COMP BIO
934","Dept. Total","596","3.404","32.7","26.7","29.5","4.5","4.5","0.2",".","1.8",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","",""
"Sophomore","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","10","3.448","70.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Senior","","16","3.458","62.5","6.3","6.3","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","30","3.515","70.0","3.3","10.0","10.0","6.7",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 1","","395","3.459","35.7","28.9","29.9","3.3","2.3",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","160","3.223","20.6","27.5","34.4","6.9","10.0","0.6",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","566","3.396","30.7","27.9","30.6","4.2","4.4","0.2",".","1.9",".",".",".",".",".",".",".","."
"","Dept. Total","596","3.404","32.7","26.7","29.5","4.5","4.5","0.2",".","1.8",".",".",".",".",".",".",".","."
