"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","34","2.574","20.6",".","35.3","2.9","23.5","14.7","2.9",".",".",".",".",".",".",".",".","."
"","100
002","35","2.414","20.0","11.4","17.1","14.3","5.7","22.9","8.6",".",".",".",".",".",".",".",".","."
"","100
003","39","2.910","20.5","10.3","33.3","17.9","12.8","2.6","2.6",".",".",".",".",".",".",".",".","."
"","100
004","34","3.015","26.5","8.8","41.2","5.9","11.8","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
005","39","2.974","23.1","17.9","25.6","17.9","5.1","10.3",".",".",".",".",".",".",".",".",".","."
"","006
100","39","2.705","15.4","10.3","35.9","12.8","10.3","12.8","2.6",".",".",".",".",".",".",".",".","."
"","100
007","40","3.038","25.0","10.0","37.5","17.5","5.0","2.5","2.5",".",".",".",".",".",".",".",".","."
"","100
008","31","2.767","25.8","19.4","19.4","6.5","6.5","9.7","9.7","3.2",".",".",".",".",".",".",".","."
"","100
009","30","2.900","23.3","13.3","33.3","13.3","3.3","10.0","3.3",".",".",".",".",".",".",".",".","."
"","100
010","27","3.019","33.3","11.1","22.2","14.8","7.4","11.1",".",".",".",".",".",".",".",".",".","."
"","100
011","32","2.984","31.3",".","50.0","3.1","3.1","9.4","3.1",".",".",".",".",".",".",".",".","."
"","100
012","38","3.105","31.6","13.2","31.6","13.2","2.6","5.3","2.6",".",".",".",".",".",".",".",".","."
"","013
100","42","2.881","19.0","11.9","38.1","7.1","14.3","9.5",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","460","2.869","23.9","10.7","32.6","11.5","8.7","9.3","3.0","0.2",".",".",".",".",".",".",".","."
"","211
001","45","3.033","44.4","11.1","17.8",".","13.3","6.7","6.7",".",".",".",".",".",".",".",".","."
"","211
002","42","3.000","28.6","19.0","28.6","4.8","2.4","16.7",".",".",".",".",".",".",".",".",".","."
"","211
003","45","2.978","31.1","8.9","28.9","4.4","17.8","8.9",".",".",".",".",".",".",".",".",".","."
"","211
004","35","3.071","28.6","8.6","45.7",".","8.6","8.6",".",".",".",".",".",".",".",".",".","."
"","211
005","46","3.207","50.0","6.5","19.6","4.3","13.0","2.2","4.3",".",".",".",".",".",".",".",".","."
"","211
006","40","3.063","37.5","12.5","27.5","5.0","2.5","12.5","2.5",".",".",".",".",".",".",".",".","."
"","211
007","43","3.023","30.2","11.6","34.9","2.3","9.3","11.6",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","296","3.054","36.1","11.1","28.4","3.0","9.8","9.5","2.0",".",".",".",".",".",".",".",".","."
"","300
001","44","3.163","34.1","25.0","15.9","6.8","9.1","2.3","4.5",".",".",".",".",".",".",".",".","2.3"
"","300
002","40","3.288","22.5","40.0","22.5","7.5","5.0","2.5",".",".",".",".",".",".",".",".",".","."
"","300
003","42","3.195","28.6","23.8","23.8","9.5","7.1","4.8",".","2.4",".",".",".",".",".",".",".","."
"","300
004","44","3.012","38.6","15.9","15.9","4.5","6.8","11.4","4.5","2.3",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","170","3.162","31.2","25.9","19.4","7.1","7.1","5.3","2.4","1.2",".",".",".",".",".",".",".","0.6"
"","301
001","41","3.317","26.8","39.0","14.6","9.8","9.8",".",".",".",".",".",".",".",".",".",".","."
"","301
002","43","3.384","25.6","44.2","18.6","4.7","7.0",".",".",".",".",".",".",".",".",".",".","."
"","301
003","32","3.313","25.0","34.4","28.1","9.4",".","3.1",".",".",".",".",".",".",".",".",".","."
"","301
004","39","3.308","28.2","25.6","35.9","5.1","2.6","2.6",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","155","3.332","26.5","36.1","23.9","7.1","5.2","1.3",".",".",".",".",".",".",".",".",".","."
"","302
001","23","3.239","21.7","17.4","52.2","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","302
002","35","3.229","28.6","17.1","37.1","5.7","11.4",".",".",".",".",".",".",".",".",".",".","."
"","302
003","32","2.969","6.3","15.6","59.4","3.1","15.6",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","90","3.139","18.9","16.7","48.9","4.4","11.1",".",".",".",".",".",".",".",".",".",".","."
"","310
001","39","3.372","30.8","46.2","12.8","2.6","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"","310
002","30","3.600","40.0","43.3","13.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","69","3.471","34.8","44.9","13.0","2.9","1.4","1.4","1.4",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","001
329","35","3.059","25.7","20.0","20.0","14.3","14.3",".","2.9","2.9",".",".",".",".",".",".",".","."
"","365
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","365
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","6","3.583","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading & Rsch-Accounting","399
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","406
001","14","3.286","42.9","21.4","7.1","7.1","21.4",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 52 of 405"
