"EGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Engineering Design","160
001","123","3.659","52.0","35.8","8.1","3.3","",".",".","","0.8",".",".","",".",".","",".","",".","",".",".","."
"Current Issues in Intl Engr","413
001","16","4.000","100.0",".",".",".","",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Women&Leadershp-Med, Sci, Engr","650
001","9","4.000","88.9",".",".",".","",".",".","",".","11.1",".","",".",".","",".","",".","",".",".","."
"INTEREGR
496","Dept. Total","148","3.681","59.5","29.7","6.8","2.7","",".","",".","0.7","0.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.573","51.0","35.3","7.8","5.9","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","120","3.746","75.0","20.8","3.3","0.8","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","52","3.426","92.3","1.9","3.8",".","",".","",".","1.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","26","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","249","3.674","76.3","17.7","4.0","1.6","",".","",".","0.4",".","",".",".","",".","",".","",".",".",".","."
"Special","","5","4.000","80.0",".",".",".","",".","",".",".","20.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","257","3.681","76.7","17.1","3.9","1.6","",".","",".","0.4","0.4","",".",".","",".","",".","",".",".",".","."
