"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","448
006","","6","3.500","66.7",".","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","448
007","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","","39","3.793","82.1","2.6","2.6",".","7.7",".",".","2.6",".",".",".","2.6",".",".",".","."
"Concept&Methodol of Figuration","452
001","","6","3.750","83.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Neon: Light as Sculpture","454
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Communication Design","458
001","","10","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Photography","476
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Colloquium in Art","508
001","","94","3.837","87.2","3.2","3.2","1.1","1.1","1.1","1.1","1.1",".",".",".",".",".",".",".","1.1"
"","512
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","512
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Drawing I","Course Total","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Sculpture I","514
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Artist's Video","518
001","","9","3.667","66.7","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","522
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","522
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Painting I","Course Total","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics I","524
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Computer-Mediated Art","528
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio II","529
001","","8","3.688","62.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Life Drawing I","532
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working","534
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Serigraphy","536
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","544
001","","9","3.333","55.6","22.2","11.1",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","544
002","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Art Metal I","Course Total","","22","3.636","68.2","18.2","9.1",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"Adv Typography&Graphic Dsgn","546
001","","10","3.600","60.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Concpts&Meth-Figuratn I","552
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Glassworking","554
001","","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Graphic Design Technlgy","556
001","","9","3.333","44.4",".","33.3","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Photography","576
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","612
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","612
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Drawing II","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Advanced Sculpture II","614
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Artists' Video","618
001","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","622
001","","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","622
002","","12","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","Course Total","","24","3.417","8.3","66.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics II","624
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","632
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","632
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 71 of 405"
