"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","201
006","12","3.875","91.7",".",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
007","13","3.346","46.2","30.8","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"","201
008","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","18","3.611","38.9","44.4","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","19","3.842","89.5",".",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
012","11","3.455","27.3","45.5","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","201
013","16","3.688","62.5","18.8","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","201
014","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","218","3.680","64.7","21.6","6.4","3.7","1.8",".","1.4",".",".",".",".",".",".","0.5",".","."
"","203
001","17","3.735","58.8","35.3",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","18","3.500","44.4","27.8","16.7","5.6","5.6",".",".",".",".",".",".",".",".",".",".","."
"","203
003","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","19","3.605","57.9","15.8","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","18","3.611","55.6","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","203
006","14","3.250","28.6","42.9","14.3","7.1",".",".","7.1",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","100","3.595","53.0","28.0","10.0","7.0","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"","215
001","154","3.415","31.8","37.7","16.9","8.4","3.9","0.6",".","0.6",".",".",".",".",".",".",".","."
"","215
002","36","3.458","30.6","50.0","13.9","2.8",".",".","2.8",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","Course Total","190","3.422","31.6","40.0","16.3","7.4","3.2","0.5","0.5","0.5",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","172","3.302","25.0","36.6","23.3","8.7","4.7","1.2","0.6",".",".",".",".",".",".",".",".","."
"American Literature","217
001","141","3.535","46.1","31.2","14.2","5.0","2.1","0.7","0.7",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","220
001","197","2.610","3.6","12.2","43.7","10.2","20.3","4.6","4.6","1.0",".",".",".",".",".",".",".","."
"Bascom Course","236
001","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Women in Literature","250
001","21","3.810","71.4","19.0","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","19","3.763","68.4","15.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","17","3.441","41.2","17.6","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","45","3.756","71.1","13.3","11.1","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"","301
001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","16","3.844","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
005","14","3.536","50.0","21.4","21.4",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","75","3.873","82.7","12.0","4.0",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","302
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","14","3.750","71.4","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","22","3.841","81.8","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","12","3.909","83.3",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","8.3"
"Structure of English","324
001","30","3.367","23.3","36.7","33.3","3.3","3.3",".",".",".",".",".",".",".",".",".",".","."
