"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Third Semester Spanish","Course Total","403","3.228","29.8","22.8","31.0","5.2","5.5","2.0","2.2","1.5",".",".",".",".",".",".",".","."
"","204
001","23","2.957","4.3","34.8","34.8","8.7","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"","204
002","23","3.000","26.1","13.0","39.1","4.3","8.7","4.3","4.3",".",".",".",".",".",".",".",".","."
"","204
003","23","3.500","39.1","26.1","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","204
004","22","3.023","18.2","18.2","36.4","13.6","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","204
005","24","3.375","33.3","29.2","20.8","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
006","24","3.354","20.8","45.8","20.8","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
007","24","3.333","25.0","29.2","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
008","21","2.684","9.5","9.5","28.6","9.5","28.6","4.8",".","9.5",".",".",".",".",".",".",".","."
"","204
009","23","3.609","43.5","34.8","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
010","22","3.318","45.5","18.2","18.2",".","13.6","4.5",".",".",".",".",".",".",".",".",".","."
"","204
011","23","3.152","13.0","26.1","43.5","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
012","23","2.636","8.7","26.1","13.0","17.4","17.4","8.7","4.3",".","4.3",".",".",".",".",".",".","."
"","013
204","24","3.435","29.2","33.3","29.2",".","4.2",".",".",".",".",".",".",".",".",".",".","4.2"
"","204
014","23","3.326","34.8","26.1","26.1","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"","204
015","24","3.021","25.0","20.8","29.2","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","204
016","22","3.023","4.5","22.7","50.0","18.2","4.5",".",".",".",".",".",".",".",".",".",".","."
"","204
017","24","3.375","33.3","20.8","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
018","21","3.025","9.5","9.5","57.1","14.3","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","019
204","21","2.952","28.6",".","33.3","19.0","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","434","3.172","24.0","23.7","31.8","8.5","7.8","2.3","0.7","0.7","0.2",".",".",".",".",".",".","0.2"
"","223
001","184","3.255","28.3","20.7","33.7","7.1","8.7","0.5",".","1.1",".",".",".",".",".",".",".","."
"","223
002","25","3.660","64.0","12.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","223
003","22","3.595","45.5","27.3","18.2","4.5",".",".",".","4.5",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","231","3.331","33.8","20.3","30.3","6.9","6.9","0.4",".","1.3",".",".",".",".",".",".",".","."
"","224
001","24","3.130","37.5","4.2","20.8","20.8","8.3","4.2",".","4.2",".",".",".",".",".",".",".","."
"","224
003","25","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
004","25","3.400","48.0","20.0","12.0","12.0","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"","224
006","24","3.333","41.7","12.5","20.8","20.8","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
007","23","3.457","30.4","30.4","39.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","23","3.783","73.9","17.4",".","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","224
009","22","3.773","59.1","36.4","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
010","24","3.854","79.2","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","224
011","22","3.114","22.7","13.6","31.8","27.3","4.5",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","212","3.472","45.8","21.2","18.9","10.4","2.4","0.9",".","0.5",".",".",".",".",".",".",".","."
"","226
001","20","3.200","15.0","30.0","40.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","226
002","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","17","3.059","11.8","17.6","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.375","30.0","25.0","35.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
005","19","2.789","10.5","10.5","42.1","10.5","21.1","5.3",".",".",".",".",".",".",".",".",".","."
"","226
006","20","3.325","40.0","5.0","45.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","226
007","15","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","17","3.441","23.5","41.2","35.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","19","3.316","21.1","42.1","21.1","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"","226
010","20","3.350","25.0","20.0","55.0",".",".",".",".",".",".",".",".",".",".",".",".","."
