"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","427","3.804","82.4","9.6","4.0","1.4","0.7","0.2","0.7","0.5","",".",".",".","",".","",".",".","0.5","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","127","3.792","81.9","10.2","3.1","2.4","1.6","0.8",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","124","3.759","83.1","8.9","4.0","1.6","0.8",".","1.6",".","",".",".",".","",".","",".",".",".","."
"Junior","","52","3.843","78.8","17.3","3.8",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","113","3.825","86.7","7.1","3.5","0.9",".",".","0.9","0.9","",".",".",".","",".","",".",".",".","."
"Undergraduates","","416","3.800","83.2","9.9","3.6","1.4","0.7","0.2","0.7","0.2","",".",".",".","",".","",".",".",".","."
"Special","","12","3.833","58.3",".","16.7",".",".",".",".","8.3","",".",".",".","",".","",".",".","16.7","."
"Graduate","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","432","3.804","82.6","9.5","3.9","1.4","0.7","0.2","0.7","0.5","",".",".",".","",".","",".",".","0.5","."
