"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10492","3.733","60.6","15.4","7.5","2.0","1.5","0.4","0.4","7.0","0.0","4.0","0.0","0.5","0.4","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","623","3.466","52.3","22.2","13.3","5.1","2.7","1.6","1.8","0.8",".",".",".",".",".","0.2",".","."
"Sophomore","","1228","3.558","55.8","23.7","10.4","3.4","3.7","0.8","0.8","0.8",".",".",".",".","0.2","0.3",".","0.1"
"Junior","","1646","3.659","58.9","19.8","10.3","2.4","2.6","0.5","0.2","2.3",".","2.9",".",".",".",".",".","0.2"
"Senior","","4089","3.744","60.4","15.1","7.6","2.2","1.1","0.3","0.3","5.2","0.0","7.6","0.0",".","0.0",".","0.0","."
"Undergraduates","","7586","3.677","58.7","18.1","9.1","2.7","2.0","0.6","0.5","3.5","0.0","4.7","0.0",".","0.1","0.1","0.0","0.1"
"Special","","406","3.833","59.9","6.2","5.9","0.5","1.0","0.7","0.5","17.7",".","4.2",".",".","1.7",".","1.5","0.2"
"Graduate","","2482","3.899","66.3","8.7","3.0","0.2","0.2",".","0.0","15.6","0.1","2.3","0.0","2.0","1.1","0.0","0.4","0.1"
"Prof Yr 1","","2","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","5","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.808","50.0","16.7","5.6",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"Prof Yr 4","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","27","3.868","55.6","11.1","3.7",".",".",".",".","29.6",".",".",".",".",".",".",".","."
"","College Total","10501","3.733","60.5","15.4","7.5","2.0","1.5","0.4","0.4","7.0","0.0","4.1","0.0","0.5","0.4","0.1","0.2","0.1"
