"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1806","3.799","63.0","15.2","4.9","1.2","0.3","0.2","0.2","2.9","0.1","11.6","",".","0.4","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","93","3.871","66.7","5.4","1.1","1.1",".",".","1.1",".",".","24.7","",".",".",".",".",".","."
"Sophomore","","27","3.818","77.8",".",".",".",".",".","3.7",".",".","18.5","",".",".",".",".",".","."
"Junior","","289","3.669","45.3","16.3","8.7","1.4",".","0.7",".",".",".","27.7","",".",".",".",".",".","."
"Senior","","1021","3.792","64.3","17.3","5.4","1.6","0.4","0.1","0.2",".",".","9.9","",".","0.8",".",".","0.1","."
"Undergraduates","","1430","3.774","60.8","16.0","5.7","1.5","0.3","0.2","0.3",".",".","14.6","",".","0.6",".",".","0.1","."
"Special","","25","3.855","68.0","16.0","4.0",".",".",".",".","4.0",".",".","",".",".","8.0",".",".","."
"Graduate","","344","3.904","71.2","11.6","1.7",".","0.3",".",".","14.8","0.3",".","",".",".",".",".",".","."
"Prof Yr 4","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","1806","3.799","63.0","15.2","4.9","1.2","0.3","0.2","0.2","2.9","0.1","11.6","",".","0.4","0.1",".","0.1","."
