"L&S","","","","","","","","","","","","","","","","","","","",""
"INTEGRATED LIBERAL STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"338
001
Peer Mentor 1st-Yr Lib Ed Smr","17","3.941","94.1",".","5.9",".",".",".",".",".",".","",".",".",".","",".",".",".","."
"357
001
Peer Mentor Seminar","16","4.000","93.8",".",".",".",".",".",".",".",".","",".",".",".","","6.3",".",".","."
"371
001
Interdis in Arts & Humanities","16","3.531","37.5","43.8","6.3","12.5",".",".",".",".",".","",".",".",".","",".",".",".","."
"ILS
Dept. Total
500","1013","3.671","54.5","15.7","7.8","1.7","0.6","0.6","0.3","0.1","",".","16.8","0.1","",".","0.4",".","1.1","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"500
ILS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","425","3.688","50.8","12.0","4.2","0.9","0.5","0.7","0.5",".","",".","28.2","0.2","",".","0.2",".","1.6","."
"Sophomore","291","3.697","58.4","14.4","7.6","0.7","0.7","0.3","0.3",".","",".","16.5",".","",".",".",".","1.0","."
"Junior","157","3.665","56.1","24.8","11.5","3.2",".","0.6",".",".","",".","1.3",".","",".","1.3",".","0.6","0.6"
"Senior","134","3.622","55.2","19.4","14.9","4.5","1.5","0.7",".","0.7","",".",".",".","",".","0.7",".",".","2.2"
"Undergraduates","1007","3.672","54.4","15.7","7.7","1.7","0.6","0.6","0.3","0.1","",".","16.9","0.1","",".","0.4",".","1.1","0.4"
"Special","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Dept. Total","1013","3.671","54.5","15.7","7.8","1.7","0.6","0.6","0.3","0.1","",".","16.8","0.1","",".","0.4",".","1.1","0.4"
