"Adv Topics in Jewish History","631
001","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Israeli Politics and Society","665
001","3","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Honors Thesis","681
002","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Directed Study","699
003","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"JEWISH
510","Dept. Total","190","3.478","38.4","33.2","17.4","3.2","2.6","2.1","",".","0.5","",".",".","",".","0.5","0.5",".","1.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","3.505","35.8","45.3","11.3","3.8","1.9","1.9","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","45","3.469","40.0","35.6","17.8","2.2",".","4.4","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","50","3.456","42.0","24.0","22.0","4.0","4.0","2.0","",".",".","",".",".","",".",".","2.0",".",".","."
"Senior","","36","3.514","38.9","30.6","19.4","2.8","2.8",".","",".","2.8","",".",".","",".","2.8",".",".",".","."
"Undergraduates","","184","3.484","39.1","34.2","17.4","3.3","2.2","2.2","",".","0.5","",".",".","",".","0.5","0.5",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".",".",".",".","60.0","."
"Graduate","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","190","3.478","38.4","33.2","17.4","3.2","2.6","2.1","",".","0.5","",".",".","",".","0.5","0.5",".","1.6","."
