"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
002","270","2.952","27.0","9.3","30.7","8.5","17.8","4.4","1.9",".",".",".",".",".","0.4",".",".","."
"","003
222","246","2.773","21.1","15.9","24.4","8.9","15.9","7.7","5.3",".",".",".",".",".","0.8",".",".","."
"","004
222","248","2.768","19.8","12.9","26.2","8.5","22.6","7.7","2.4",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1031","2.839","21.5","12.7","29.0","8.7","18.8","5.4","3.3",".",".",".",".",".","0.5",".",".","."
"","228
016","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
017","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
018","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
054","17","3.912","82.4","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
055","18","3.778","55.6","44.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","83","3.934","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","234
001","294","3.017","21.1","22.1","26.5","13.9","10.2","3.1","2.4",".",".",".",".",".","0.3",".","0.3","."
"","234
002","251","3.140","20.7","19.9","40.2","8.8","8.4","0.8","0.8","0.4",".",".",".",".",".",".",".","."
"","003
234","287","2.850","27.2","8.7","24.7","10.1","19.9","6.6","2.8",".",".",".",".",".",".",".",".","."
"","004
234","215","2.921","30.2","7.4","24.7","11.2","18.1","7.0","1.4",".",".",".",".",".",".",".",".","."
"","234
005","219","3.021","22.4","16.0","32.0","12.8","12.8","1.8","1.8",".",".",".",".",".","0.5",".",".","."
"Calc--Functns of Variables","Course Total","1266","2.988","24.2","15.1","29.5","11.4","13.8","3.9","1.9","0.1",".",".",".",".","0.2",".","0.1","."
"","240
001","33","3.091","24.2","9.1","48.5","9.1","6.1",".","3.0",".",".",".",".",".",".",".",".","."
"","002
240","35","3.229","37.1","5.7","42.9","5.7","5.7",".","2.9",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","68","3.162","30.9","7.4","45.6","7.4","5.9",".","2.9",".",".",".",".",".",".",".",".","."
"","303
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","8","2.750","25.0","12.5",".","37.5","12.5","12.5",".",".",".",".",".",".",".",".",".","."
"","309
001","32","3.031","25.0","18.8","25.0","6.3","21.9","3.1",".",".",".",".",".",".",".",".",".","."
"","002
309","24","2.833","20.8","33.3","4.2","16.7","12.5","4.2","8.3",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","Course Total","56","2.946","23.2","25.0","16.1","10.7","17.9","3.6","3.6",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","002
310","12","3.333","41.7","16.7","16.7","16.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","319
001","77","2.844","26.0","7.8","28.6","7.8","22.1","3.9","3.9",".",".",".",".",".",".",".",".","."
"","002
319","99","2.894","28.3","7.1","27.3","10.1","20.2","4.0","3.0",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","176","2.872","27.3","7.4","27.8","9.1","21.0","4.0","3.4",".",".",".",".",".",".",".",".","."
"","320
001","117","2.970","17.9","24.8","30.8","8.5","10.3","4.3","3.4",".",".",".",".",".",".",".",".","."
"","320
002","117","2.936","26.5","20.5","20.5","11.1","10.3","6.0","5.1",".",".",".",".",".",".",".",".","."
"","003
320","109","2.884","22.9","11.0","28.4","11.9","19.3","1.8","3.7",".",".",".",".",".","0.9",".",".","."
