"","998
059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
060","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","998
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","45","",".",".",".",".",".",".",".","75.6",".",".",".","24.4",".",".",".","."
"CHEM
224","Dept. Total","7286","3.015","27.5","13.5","25.6","9.2","12.9","4.1","2.0","4.5",".",".",".","0.5","0.2","0.0",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1760","3.035","24.7","15.0","30.8","11.2","13.2","4.0","0.9",".",".",".",".",".","0.1",".",".","."
"Sophomore","","2163","3.019","28.4","14.0","25.8","9.4","14.7","5.4","1.9",".",".",".",".",".","0.0",".",".","0.2"
"Junior","","1492","2.906","24.3","14.5","26.9","10.0","15.4","5.0","3.2",".",".",".",".",".","0.3",".",".","0.5"
"Senior","","1094","2.928","29.3","13.1","25.5","9.9","14.0","3.3","3.5","0.1",".",".",".","1.1","0.3",".",".","."
"Undergraduates","","6509","2.989","26.6","14.2","27.4","10.1","14.4","4.6","2.2","0.0",".",".",".","0.2","0.2",".",".","0.2"
"Special","","55","3.423","49.1","12.7","21.8","7.3","5.5","1.8",".",".",".",".",".",".",".","1.8",".","."
"Graduate","","921","3.639","46.0","5.3","7.4","0.7",".",".","0.1","35.6",".",".",".","4.6","0.3",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","7487","3.015","29.2","13.1","24.9","8.9","12.5","4.0","1.9","4.4",".",".",".","0.7","0.2","0.0",".","0.2"
