"Where Science Meets Society","201
001","","18","3.500","44.4","33.3","5.6","11.1","5.6","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Current Topics-Sci & Tech St","902
001","","5","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independent Study-STS","999
001","","1","***","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"STS
875","Dept. Total","","24","3.509","37.5","25.0","4.2","8.3","4.2","",".","",".","4.2","",".","16.7","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.318","36.4","27.3","9.1","18.2","9.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","7","3.786","57.1","42.9",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","18","3.500","44.4","33.3","5.6","11.1","5.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","5","***","","","","","","","","","","","","","80.0","",".","",".","",".",".",".","."
"","Dept. Total","","24","3.509","37.5","25.0","4.2","8.3","4.2","",".","",".","4.2","",".","16.7","",".","",".","",".",".",".","."
