"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","385","3.428","42.1","24.2","15.8","7.8","5.2","1.0","0.3","3.4","",".",".","",".","0.3","",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","53","3.415","30.2","39.6","17.0","9.4","3.8",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","86","3.412","46.5","19.8","17.4","8.1","5.8","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Junior","95","3.348","37.9","23.2","17.9","12.6","7.4","1.1",".",".","",".",".","",".",".","",".",".",".","."
"Senior","91","3.375","38.5","27.5","18.7","4.4","6.6","1.1","1.1","2.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","325","3.384","39.1","26.2","17.8","8.6","6.2","1.2","0.3","0.6","",".",".","",".",".","",".",".",".","."
"Special","7","3.875","42.9","14.3",".",".",".",".",".","42.9","",".",".","",".",".","",".",".",".","."
"Graduate","52","3.767","59.6","13.5","5.8","3.8",".",".",".","15.4","",".",".","",".","1.9","",".",".",".","."
"Prof Yr 1","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","385","3.428","42.1","24.2","15.8","7.8","5.2","1.0","0.3","3.4","",".",".","",".","0.3","",".",".",".","."
