"","990
028","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
029","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","29","",".",".",".",".",".",".",".","34.5",".",".",".","65.5",".",".",".","."
"COUN PSY
270","Dept. Total","1262","3.883","80.5","8.7","3.3","0.7","0.6",".","0.3","0.9",".","3.0",".","1.5","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","549","3.884","85.2","8.6","4.7","0.5","0.9",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","239","3.886","83.3","10.9","2.5","1.3","0.8",".","0.4",".",".",".",".",".","0.4",".","0.4","."
"Junior","","143","3.843","84.6","8.4","4.2","1.4","0.7",".","0.7",".",".",".",".",".",".",".",".","."
"Senior","","135","3.854","81.5","13.3","2.2","0.7",".",".","0.7","0.7",".",".",".",".","0.7",".",".","."
"Undergraduates","","1066","3.871","84.2","9.7","3.8","0.8","0.8",".","0.3","0.1",".",".",".",".","0.2",".","0.1","."
"Special","","6","2.875","66.7","16.7",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Graduate","","187","3.966","58.8","3.2","0.5",".",".",".",".","5.3",".","20.9",".","10.2","0.5","0.5",".","."
"Prof Yr 4","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","1263","3.883","80.4","8.7","3.3","0.7","0.6",".","0.3","0.9",".","3.1",".","1.5","0.2","0.1","0.1","."
