"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","340
001","43","3.128","20.9","16.3","37.2","18.6","7.0",".",".",".",".",".",".",".",".",".",".","."
"","002
340","47","3.202","19.1","29.8","31.9","10.6","8.5",".",".",".",".",".",".",".",".",".",".","."
"","003
340","45","3.367","26.7","33.3","28.9","8.9","2.2",".",".",".",".",".",".",".",".",".",".","."
"","340
004","44","3.295","13.6","31.8","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Systems","Course Total","179","3.249","20.1","27.9","38.0","9.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","406
001","18","3.222","22.2","11.1","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","406
002","8","3.000","12.5",".","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","26","3.154","19.2","7.7","57.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","603
001","50","3.550","36.0","38.0","26.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","603
002","51","3.559","41.2","31.4","25.5","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Statement Analysis","Course Total","101","3.554","38.6","34.7","25.7","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"","620
001","41","3.225","36.6","12.2","19.5","22.0","4.9","2.4",".",".",".",".",".",".","2.4",".",".","."
"","002
620","30","3.267","23.3","30.0","26.7","16.7","3.3",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Taxation","Course Total","71","3.243","31.0","19.7","22.5","19.7","4.2","1.4",".",".",".",".",".",".","1.4",".",".","."
"","621
001","35","3.371","28.6","17.1","54.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
002","20","3.350","25.0","25.0","45.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Corporate & Advanced Taxation","Course Total","55","3.364","27.3","20.0","50.9","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","630
001","43","3.360","20.9","41.9","27.9","7.0","2.3",".",".",".",".",".",".",".",".",".",".","."
"","630
002","41","3.207","7.3","39.0","41.5","12.2",".",".",".",".",".",".",".",".",".",".",".","."
"","003
630","38","3.079","2.6","42.1","28.9","21.1","5.3",".",".",".",".",".",".",".",".",".",".","."
"Audit and Assurance Services","Course Total","122","3.221","10.7","41.0","32.8","13.1","2.5",".",".",".",".",".",".",".",".",".",".","."
"","700
001","50","3.620","40.0","48.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"","700
002","49","3.531","22.4","61.2","16.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","030
700","60","3.575","31.7","55.0","11.7",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"","031
700","37","3.986","97.3","2.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Accounting","Course Total","196","3.653","43.9","44.9","9.7","1.0","0.5",".",".",".",".",".",".",".",".",".",".","."
"","701
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","701
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","7","3.214","42.9","28.6",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"","706
001","28","3.286","17.9","21.4","60.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
706","38","3.526","44.7","15.8","39.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Financial Reporting","Course Total","66","3.424","33.3","18.2","48.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
001","27","3.500","40.7","18.5","33.3","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","710
002","21","3.619","42.9","38.1","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Managerial Accounting","Course Total","48","3.553","41.7","27.1","27.1","2.1",".",".",".","2.1",".",".",".",".",".",".",".","."
"Rsch&Adm Issues-Taxation","724
001","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","765
001","42","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"","770
001","38","3.553","31.6","55.3","7.9","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"","002
770","39","3.667","53.8","33.3","7.7","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"Smr:Financial Reporting Theory","Course Total","77","3.610","42.9","44.2","7.8","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"Smr-Current Taxation Topics","772
001","30","3.483","36.7","26.7","33.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Accounting Research","971
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 55 of 421"
