"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","454
001","116","3.509","45.7","28.4","15.5","6.0","2.6","1.7",".",".",".",".",".",".",".",".",".","."
"","002
454","14","3.464","42.9","28.6","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","Course Total","130","3.504","45.4","28.5","15.4","6.2","3.1","1.5",".",".",".",".",".",".",".",".",".","."
"Honors-Language, Mind, & Brain","483
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Lab-Behavrl Neurosci","485
001","14","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Depth Topic","501
001","102","3.167","25.5","23.5","32.4","3.9","10.8","3.9",".",".",".",".",".",".",".",".",".","."
"Cognitive Development","502
001","85","3.176","25.9","29.4","22.4","8.2","9.4","4.7",".",".",".",".",".",".",".",".",".","."
"Human Emotions:Biology-Culture","508
001","89","3.062","23.6","20.2","27.0","14.6","10.1","3.4","1.1",".",".",".",".",".",".",".",".","."
"","509
001","270","3.056","15.6","33.0","24.1","15.2","5.9","4.8","1.1",".",".",".",".",".","0.4",".",".","."
"","509
002","14","3.500","21.4","64.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Abnormal Psychology","Course Total","284","3.078","15.8","34.5","23.2","14.8","5.6","4.6","1.1",".",".",".",".",".","0.4",".",".","."
"Intro to Clinical Psych","517
001","21","3.825","66.7","23.8","4.8",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Psychology of Women","522
001","27","3.260","25.9","22.2","25.9","11.1","7.4",".",".","7.4",".",".",".",".",".",".",".","."
"Neurobiology","523
001","26","3.000","23.1","19.2","23.1","11.5","19.2","3.8",".",".",".",".",".",".",".",".",".","."
"Criminal Mind:Forensics/Scienc","526
001","107","3.593","51.4","30.8","9.3","5.6","0.9","1.9",".",".",".",".",".",".",".",".",".","."
"","530
001","92","2.800","19.6","7.6","29.3","14.1","21.7","2.2","3.3","2.2",".",".",".",".",".",".",".","."
"","003
530","12","3.792","75.0","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
530","66","3.280","31.8","36.4","16.7","4.5","4.5","3.0","3.0",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","170","3.085","28.2","19.4","22.4","10.0","13.5","2.4","2.9","1.2",".",".",".",".",".",".",".","."
"Human Factors Engineering","549
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psychology","560
001","188","3.281","31.4","25.5","21.8","11.2","8.5","1.1",".",".",".",".",".",".","0.5",".",".","."
"Adult Developmnt & Aging","564
001","86","2.994","14.0","19.8","34.9","16.3","10.5","1.2","1.2",".",".",".",".",".",".",".","2.3","."
"Honors Cognitive Development","582
001","15","3.767","53.3","46.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Seminar-Social Psych","585
001","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Smr-Abnormal Psych","589
001","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","610
001","12","3.458","50.0","8.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
610","12","3.458","41.7","25.0","25.0",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"Stat Anal-Psych Experiments","Course Total","24","3.458","45.8","16.7","25.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","621
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
005","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
006","8","3.932","75.0","12.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","621
007","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
010","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
014","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
016","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
017","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
023","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","621
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","621
037","5","***","","","","","","","","","",".",".",".",".",".",".","."
