"","691
001","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","691
002","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Senior Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"Senior Thesis","692
001","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"BIOLOGY
205","Dept. Total","1991","2.950","27.3","11.8","33.9","5.6","13.8","4.1","1.5","1.5","",".",".","",".","0.4","0.2",".","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","312","3.196","49.7","15.4","18.6","3.2","9.3","2.6","1.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","914","2.827","18.3","10.2","40.6","7.5","17.3","4.6","1.4",".","",".",".","",".",".",".",".",".","0.1"
"Junior","","564","3.026","26.6","13.5","37.4","4.8","11.9","4.4","1.2",".","",".",".","",".",".","0.2",".",".","."
"Senior","","150","3.077","39.3","8.7","21.3","4.0","12.7","4.0","2.7","0.7","",".",".","",".","4.7","1.3",".","0.7","."
"Undergraduates","","1940","2.945","27.4","11.9","34.6","5.8","14.1","4.2","1.4","0.1","",".",".","",".","0.4","0.2",".","0.1","0.1"
"Special","","16","3.234","37.5","25.0","12.5",".","6.3","6.3","6.3",".","",".",".","",".",".",".",".","6.3","."
"Graduate","","35","4.000","20.0",".",".",".",".",".",".","80.0","",".",".","",".",".",".",".",".","."
"","Dept. Total","1991","2.950","27.3","11.8","33.9","5.6","13.8","4.1","1.5","1.5","",".",".","",".","0.4","0.2",".","0.1","0.1"
