"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2677","3.515","39.2","12.1","12.2","2.4","1.4","0.2","0.0","30.0","",".",".","",".","0.3","0.5",".","1.6","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.660","80.0","5.0","10.0",".","5.0",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","22","3.466","68.2","4.5","18.2",".","9.1",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","50","3.492","62.0","4.0","22.0","6.0","4.0",".",".","2.0","",".",".","",".",".",".",".",".","."
"Senior","","52","3.593","65.4","7.7","17.3","3.8","5.8",".",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","144","3.545","66.7","5.6","18.1","3.5","5.6",".",".","0.7","",".",".","",".",".",".",".",".","."
"Special","","22","3.545","13.6","4.5","4.5","4.5",".",".",".","72.7","",".",".","",".",".",".",".",".","."
"Graduate","","80","3.719","22.5","3.8","5.0",".",".",".",".","60.0","",".",".","",".","8.8",".",".",".","."
"Prof Yr 1","","506","3.350","43.9","18.6","24.5","5.9","3.4","0.8",".","2.2","",".",".","",".",".","0.8",".",".","."
"Prof Yr 2","","662","3.592","40.9","20.5","14.4","2.6","1.2","0.2",".","19.8","",".",".","",".",".","0.5",".",".","."
"Prof Yr 3","","634","3.472","31.9","12.5","12.0","1.9","0.8",".",".","40.2","",".",".","",".",".","0.8",".",".","."
"Prof Yr 4","","704","3.958","33.8","0.3","0.1",".",".",".","0.1","59.2","",".",".","",".","0.1","0.1",".","6.1","."
"Professionals","","2506","3.511","37.2","12.4","11.8","2.4","1.2","0.2","0.0","32.5","",".",".","",".","0.0","0.5",".","1.7","."
"","College Total","2752","3.515","38.2","11.7","11.9","2.4","1.4","0.2","0.0","31.9","",".",".","",".","0.3","0.5",".","1.6","."
