"","699
011","","15","4.000","100.0",".",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","699
012","","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Neurosurg-Directed Study","Course Total","","45","3.958","93.3","4.4","2.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Individualized 4th Yr Clerk","919
005","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"NEURSURG
678","Dept. Total","","47","3.960","93.6","4.3","2.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","5","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","13","3.957","92.3","7.7",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.951","92.6","3.7","3.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","45","3.958","93.3","4.4","2.2","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","47","3.960","93.6","4.3","2.1","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
