"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEBREW-BIBLICAL","Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"441
HEBR-BIB","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elementary Biblical Hebrew, I","103","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Elementary Biblical Hebrew, I","303","001","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Syriac I","705","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Psalms","755","001","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Biblical Studies","951","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"HEBR-BIB
441","","Dept. Total","13","3.689","61.5","15.4","7.7","7.7","",".","",".","",".","",".","",".",".",".",".","7.7",".",".","."
